# Hydro quantities of SFHo-s18.80-MUONS at time t_pb= 1.0001996s
shock radius= 8710.0523 km, gain radius= 21.053746 km
# cols=25 rows=1088 format=(x,f18.4,f18.14,3e18.10,f18.10,e18.10,18f18.10)
#            radius   mass coordinate           density   internal energy       temperature           entropy   radial velocity       grav. lapse             mu_nu              mu_e              mu_n              mu_p             mu_mu           mu_numu               X_n               X_p           X_alpha           X_Light           X_Heavy               Y_e              Y_mu               U_n               U_p              m*_n              m*_p
#              [cm]           [m_sol]          [g/cm^3]        [erg/cm^3]             [MeV]             [k_b]            [cm/s]               [1]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]             [MeV]             [MeV]             [MeV]             [MeV]
       1650645.0857  1.32509215486944  1.4353725638e+13  1.8763863636e+32  8.3360614190e+00      3.1706106671 -1.0617188164e+06      0.8762373895      3.5567798768     43.8664140151     -6.1215522576    -45.1378963052     39.4607984144     -0.8488357239      0.8774683200      0.0173598955      0.0055871434      0.0923465900      0.0072380511      0.0582619470      0.0000207288     -4.7301895026     -9.1375692460    924.6786949024    923.3854048116
       1655457.4659  1.32625707324113  1.3691472193e+13  1.7737994713e+32  8.2377271265e+00      3.1983048800 -1.0915799535e+06      0.8766136576      3.4723093096     43.1879875927     -6.2249795827    -44.6473677750     38.7751820202     -0.9404962629      0.8770092841      0.0171918423      0.0057087487      0.0930291983      0.0070609266      0.0584108771      0.0000177839     -4.5272043994     -8.7237268634    925.3669784651    924.0736883743
       1660308.7841  1.32738350122990  1.3053718412e+13  1.6759787458e+32  8.1402539120e+00      3.2265568932 -1.1176983765e+06      0.8769909695      3.3893323122     42.5149892373     -6.3330521741    -44.1654190084     38.0977341002     -1.0279228249      0.8765601131      0.0170644031      0.0058285456      0.0936253812      0.0069215569      0.0585788675      0.0000151386     -4.3348670440     -8.3344469967    926.0127235687    924.7194334779
       1665112.2440  1.32845359683701  1.2447869557e+13  1.5839396011e+32  8.0461383619e+00      3.2549694966 -1.1247878888e+06      0.8773625297      3.3058427578     41.8539707110     -6.4373918646    -43.6922297270     37.4343587884     -1.1137691649      0.8761801435      0.0169436735      0.0059494184      0.0942181896      0.0067085750      0.0587324191      0.0000131156     -4.1471947961     -7.9553416159    926.6409765559    925.3476864652
       1669869.0890  1.32946976966075  1.1876026616e+13  1.4975110365e+32  7.9541620741e+00      3.2831305358 -1.1316202568e+06      0.8777285304      3.2264853068     41.2100132108     -6.5365880595    -43.2268258726     36.7905313676     -1.1929965364      0.8758778398      0.0168507085      0.0060608061      0.0947122734      0.0064983722      0.0588725669      0.0000113399     -3.9724883788     -7.6046249220    927.2210192839    925.9277291931
       1674670.4730  1.33045365496786  1.1322989091e+13  1.4147294896e+32  7.8630085986e+00      3.3118736130 -1.1307187648e+06      0.8780960451      3.1485231321     40.5652424389     -6.6329532116    -42.7563824275     36.1470607877     -1.2696585191      0.8756004387      0.0167661168      0.0061760846      0.0952212528      0.0062361071      0.0590159224      0.0000097405     -3.7995710050     -7.2582675376    927.7932316312    926.4999415404
       1679425.3105  1.33138851238535  1.0800701908e+13  1.3369811053e+32  7.7741287869e+00      3.3404043197 -1.1327138608e+06      0.8784580518      3.0747579267     39.9383029825     -6.7244951474    -42.2947501125     35.5232565455     -1.3402885103      0.8754062628      0.0167035555      0.0062799708      0.0956309264      0.0059792845      0.0591399365      0.0000083305     -3.6379013376     -6.9362789679    928.3242049793    927.0309148885
       1684143.7333  1.33227813876610  1.0304657023e+13  1.2637926496e+32  7.6873929530e+00      3.3689287678 -1.1312877035e+06      0.8788154008      3.0008213031     39.3198962802     -6.8111604233    -41.8369453097     34.9124487843     -1.4066261928      0.8752560075      0.0166492585      0.0063816342      0.0960221655      0.0056909343      0.0592561887      0.0000070830     -3.4814949518     -6.6254628968    928.8362382277    927.5429481369
       1688898.9430  1.33313820139991  9.8258448837e+12  1.1940445719e+32  7.6012657218e+00      3.3981779138 -1.1283708487e+06      0.8791736796      2.9289246548     38.6954952773     -6.8964074717    -41.3696880034     34.3003006148     -1.4662700077      0.8750537595      0.0166296429      0.0064848189      0.0964175519      0.0054142267      0.0594167680      0.0000061101     -3.3312951948     -6.3282035542    929.3251201341    928.0318300433
       1693598.4395  1.33395364949292  9.3730047302e+12  1.1292201069e+32  7.5176308734e+00      3.4275113647 -1.1243889091e+06      0.8795258808      2.8602224477     38.0981572177     -7.0001604710    -40.9448051502     33.7218722387     -1.5160625313      0.8747550940      0.0166363369      0.0066054470      0.0967466712      0.0052564508      0.0596185093      0.0000052808     -3.1867565188     -6.0428307246    929.7938815345    928.5005914437
       1698274.0724  1.33473158829058  8.9427290579e+12  1.0682180721e+32  7.4355698949e+00      3.4568973138 -1.1192184106e+06      0.8798744538      2.7926853958     37.5115407006     -7.1055140379    -40.5310792519     33.1559918627     -1.5628634421      0.8744601535      0.0166656932      0.0067284773      0.0970276209      0.0051180551      0.0598312129      0.0000045431     -3.0497380840     -5.7733628371    930.2359154437    928.9426253529
       1702986.5477  1.33548379834409  8.5288498390e+12  1.0098562285e+32  7.3539236886e+00      3.4865044764 -1.1161867161e+06      0.8802239392      2.7261986158     36.9292307027     -7.2068836392    -40.1166256353     32.5930165857     -1.6100155011      0.8742336186      0.0167009187      0.0068503561      0.0972692486      0.0049458580      0.0600252070      0.0000038769     -2.9166652033     -5.5123934921    930.6635884521    929.3702983613
       1707641.9877  1.33619677713399  8.1384011187e+12  9.5519044952e+31  7.2742795815e+00      3.5158402241 -1.1107309077e+06      0.8805673506      2.6619749363     36.3620661953     -7.3031661156    -39.7099672838     32.0507912157     -1.6493000433      0.8740427079      0.0167508828      0.0069732473      0.0974670683      0.0047660936      0.0602167548      0.0000032911     -2.7910907458     -5.2669372789    931.0653103723    929.7720202815
       1712291.8799  1.33687968441895  7.7655219875e+12  9.0339521480e+31  7.1961418180e+00      3.5453535848 -1.0972475405e+06      0.8809085620      2.5970213648     35.8001798048     -7.3961957075    -39.3060640567     31.5176754907     -1.6854829493      0.8739062456      0.0168120551      0.0070904068      0.0976255182      0.0045657742      0.0603967709      0.0000028298     -2.6704694815     -5.0317287478    931.4499223879    930.1566322972
       1717053.2953  1.33755020281801  7.4013742067e+12  8.5309567722e+31  7.1172307993e+00      3.5755725667 -1.0818332265e+06      0.8812561175      2.5312841116     35.2329427152     -7.4867361159    -38.8951046287     30.9844794163     -1.7171791873      0.8738476520      0.0168808947      0.0071998369      0.0977223467      0.0043492697      0.0605542894      0.0000024342     -2.5523696197     -4.8021371180    931.8250320442    930.5317419534
       1721767.7283  1.33818706001609  7.0565929183e+12  8.0592554809e+31  7.0404294196e+00      3.6058141256 -1.0634774448e+06      0.8815983682      2.4657379375     34.6742486945     -7.5736244392    -38.4888451054     30.4640501967     -1.7444605603      0.8738183353      0.0169664430      0.0073020093      0.0977845601      0.0041286523      0.0607119252      0.0000020860     -2.4403447628     -4.5849193903    932.1795057214    930.8862156306
       1726454.8597  1.33879362429569  6.7301357578e+12  7.6147715061e+31  6.9646081210e+00      3.6356955573 -1.0549866176e+06      0.8819368408      2.4051731550     34.1289561869     -7.6534220878    -38.0839150289     29.9597217943     -1.7640612375      0.8738506597      0.0170526714      0.0073947263      0.0978005014      0.0039014412      0.0608460451      0.0000017764     -2.3333801405     -4.3780472048    932.5167718960    931.2234818052
       1731203.2663  1.33938294410450  6.4137928521e+12  7.1896432584e+31  6.8893950866e+00      3.6663956467 -1.0554336518e+06      0.8822779899      2.3418710797     33.5867154417     -7.7425776475    -37.6941319188     29.4622208094     -1.7826235527      0.8738846092      0.0171662269      0.0074928347      0.0977303368      0.0037259924      0.0609922665      0.0000015000     -2.2300497395     -4.1787912380    932.8413358777    931.5480457869
       1735848.0509  1.33993569671431  6.1177555431e+12  6.7983956842e+31  6.8165077675e+00      3.6967550799 -1.0714829274e+06      0.8826099145      2.2820737304     33.0669875526     -7.8425392977    -37.3341630291     28.9933441911     -1.7915696311      0.8737993806      0.0173033429      0.0076236218      0.0976569243      0.0036167304      0.0611928956      0.0000012767     -2.1317050417     -3.9894427951    933.1494862897    931.8561961989
       1740518.8097  1.34046818514751  5.8334278855e+12  6.4260448470e+31  6.7440592261e+00      3.7275239914 -1.1006835911e+06      0.8829419697      2.2223932657     32.5467513616     -7.9399336512    -36.9710016564     28.5300811183     -1.7942769776      0.8737115722      0.0174640194      0.0077538172      0.0975669422      0.0035036490      0.0614103064      0.0000011008     -2.0381704601     -3.8097444385    933.4415839980    932.1482939072
       1745217.5185  1.34098201991182  5.5590713162e+12  6.0707064297e+31  6.6731181997e+00      3.7590409722 -1.1191267625e+06      0.8832742340      2.1560439365     32.0212089828     -8.0371496179    -36.6090245735     28.0681480048     -1.7970170416      0.8736777356      0.0176340689      0.0078785152      0.0974552640      0.0033544163      0.0616189972      0.0000009443     -1.9462711942     -3.6333565910    933.7280611929    932.4347711021
       1749812.7039  1.34146361463529  5.3041107782e+12  5.7416615368e+31  6.6037435795e+00      3.7895830447 -1.1272507117e+06      0.8835973948      2.0973680621     31.5189520337     -8.1255837577    -36.2538776385     27.6358003294     -1.7857836422      0.8736807428      0.0178120435      0.0079919250      0.0972955476      0.0032197412      0.0618125181      0.0000008072     -1.8621977529     -3.4725753853    933.9890740749    932.6957839841
       1754496.0029  1.34193389093997  5.0553790996e+12  5.4234109587e+31  6.5345346038e+00      3.8209957847 -1.1245195573e+06      0.8839250433      2.0358286560     31.0102853049     -8.2129774495    -35.8941440076     27.2007855833     -1.7736710657      0.8737517603      0.0179926464      0.0080984121      0.0971062095      0.0030509718      0.0619876672      0.0000006831     -1.7782055721     -3.3121067638    934.2494332264    932.9561431356
       1759181.2130  1.34238508446524  4.8169434246e+12  5.1222266302e+31  6.4672871124e+00      3.8532328624 -1.1096498249e+06      0.8842510194      1.9771530807     30.5073615152     -8.3018172036    -35.5387355472     26.7642327298     -1.7659757047      0.8738197944      0.0182136177      0.0081924527      0.0968769037      0.0028972314      0.0621887983      0.0000005729     -1.6993394357     -3.1618455459    934.4929262306    933.1996361398
       1763765.4689  1.34280795774566  4.5947220133e+12  4.8427858662e+31  6.4017267979e+00      3.8845125104 -1.0772705094e+06      0.8845682044      1.9255756988     30.0245178008     -8.3815525219    -35.1872045331     26.3479442051     -1.7509978969      0.8739360751      0.0184180577      0.0082787635      0.0966446721      0.0027224316      0.0623622897      0.0000004942     -1.6235892765     -3.0176489263    934.7264904704    933.4332003796
       1768447.9098  1.34322173598408  4.3776616609e+12  4.5726530870e+31  6.3364075553e+00      3.9170214293 -1.0430642392e+06      0.8848905333      1.8693124960     29.5347467469     -8.4628129173    -34.8349570774     25.9271362111     -1.7382980398      0.8741015668      0.0186602895      0.0083447810      0.0963265260      0.0025668367      0.0625381052      0.0000004244     -1.5516959278     -2.8811170977    934.9474223519    933.6541322611
       1773113.8017  1.34361702815965  4.1710819367e+12  4.3187809387e+31  6.2718303542e+00      3.9494598471 -1.0242857095e+06      0.8852100267      1.8152693481     29.0589062251     -8.5525565380    -34.5029033243     25.5233460359     -1.7202908412      0.8742221656      0.0189051925      0.0084486111      0.0959823909      0.0024416399      0.0627315950      0.0000003625     -1.4806058086     -2.7461261154    935.1657392540    933.8724491632
       1777707.4003  1.34398966216914  3.9771984432e+12  4.0831019326e+31  6.2092242368e+00      3.9816624326 -1.0264697923e+06      0.8855229192      1.7618987777     28.6047828977     -8.6491653762    -34.1987594054     25.1416094907     -1.7012746293      0.8743306935      0.0191823367      0.0085648861      0.0955453322      0.0023767515      0.0629373665      0.0000003087     -1.4161480410     -2.6241740384    935.3627723068    934.0694822160
       1782339.4646  1.34434975351051  3.7898612885e+12  3.8577041137e+31  6.1472346702e+00      4.0144971886 -1.0304055005e+06      0.8858368387      1.7082852754     28.1470217344     -8.7440817818    -33.8895281500     24.7642758147     -1.6744606443      0.8744574465      0.0194606282      0.0086816023      0.0951289040      0.0022714190      0.0631453202      0.0000002603     -1.3514211176     -2.5016868452    935.5605864016    934.2672963108
       1786877.3408  1.34468796510175  3.6149908876e+12  3.6486629726e+31  6.0868955031e+00      4.0467549794 -1.0383221284e+06      0.8861427444      1.6609959730     27.7088465080     -8.8332178608    -33.5877783051     24.4130108220     -1.6348397130      0.8745867573      0.0197594198      0.0087848249      0.0946828782      0.0021861197      0.0633577293      0.0000002201     -1.2928339824     -2.3911468294    935.7390007296    934.4457106388
       1791424.6772  1.34501250044272  3.4464172215e+12  3.4503048602e+31  6.0281333056e+00      4.0799420957 -1.0137415255e+06      0.8864476576      1.6092809243     27.2621433888     -8.9233387311    -33.2829111048     24.0566439843     -1.5962184802      0.8746835980      0.0200779526      0.0088877816      0.0942798097      0.0020708581      0.0636046406      0.0000001908     -1.2343813134     -2.2807952439    935.9169820899    934.6236919991
       1795992.8384  1.34532514316754  3.2847559362e+12  3.2616698515e+31  5.9700964183e+00      4.1136380578 -9.5477573128e+05      0.8867523042      1.5570906974     26.8192976643     -9.0120261575    -32.9809430336     23.7061252845     -1.5560816824      0.8748062624      0.0204271800      0.0089726679      0.0938234325      0.0019704571      0.0638560804      0.0000001646     -1.1797940662     -2.1780130545    936.0826672717    934.7893771809
       1800463.4096  1.34561826565057  3.1337604082e+12  3.0864438262e+31  5.9139311958e+00      4.1465792860 -8.7153474196e+05      0.8870488309      1.5067949144     26.3909942954     -9.0942223344    -32.6851316247     23.3679350907     -1.5162642904      0.8749956896      0.0207600905      0.0090413238      0.0933506578      0.0018522384      0.0640721534      0.0000001414     -1.1273592558     -2.0793345970    936.2416615538    934.9483714630
       1805029.5044  1.34590501429842  2.9864971974e+12  2.9170433017e+31  5.8571774014e+00      4.1805192820 -8.0823756593e+05      0.8873502283      1.4571492234     25.9588488024     -9.1752416516    -32.3836511398     23.0320117215     -1.4696878574      0.8751834805      0.0211298198      0.0090967526      0.0928429645      0.0017469826      0.0643095984      0.0000001202     -1.0773106382     -1.9853037059    936.3930579673    935.0997678765
       1809597.1510  1.34618001261435  2.8454859646e+12  2.7562051681e+31  5.8016590975e+00      4.2148514958 -7.6290286152e+05      0.8876502013      1.4057073573     25.5292406684     -9.2545712090    -32.0848144293     22.7014688672     -1.4220644439      0.8754465349      0.0215037720      0.0091298430      0.0922922760      0.0016275740      0.0645225204      0.0000001013     -1.0283603851     -1.8933537450    936.5410141966    935.2477241058
       1814076.5639  1.34643820909788  2.7134163064e+12  2.6069333527e+31  5.7481673314e+00      4.2488553097 -7.2780923956e+05      0.8879428562      1.3547149920     25.1148166930     -9.3326725372    -31.7994841474     22.3858534849     -1.3742482161      0.8757322944      0.0218950004      0.0091504398      0.0916941011      0.0015281643      0.0647307931      0.0000000856     -0.9831833595     -1.8086502006    936.6772383884    935.3839482977
       1818609.5431  1.34668850112993  2.5857197034e+12  2.4649984911e+31  5.6944851766e+00      4.2834823393 -6.8744684968e+05      0.8882375462      1.3064266542     24.7109079629     -9.4283884813    -31.5395796992     22.0863904890     -1.3180908197      0.8758688006      0.0223175306      0.0092696122      0.0910675888      0.0014764678      0.0650141210      0.0000000745     -0.9386355349     -1.7251611216    936.8114289301    935.5181388393
       1823075.2386  1.34692485565216  2.4652747372e+12  2.3322933712e+31  5.6431475265e+00      4.3181765933 -6.4603964460e+05      0.8885263735      1.2556821653     24.3169453254     -9.5230920256    -31.2910650948     21.7948216644     -1.2664414956      0.8760737890      0.0227531525      0.0093612416      0.0903913038      0.0014205130      0.0652747960      0.0000000647     -0.8970281652     -1.6472759635    936.9365096355    935.6432195447
       1827524.1629  1.34715025735554  2.3506143592e+12  2.2069821926e+31  5.5927065155e+00      4.3529936018 -6.1408001037e+05      0.8888126916      1.2060271586     23.9279038715     -9.6149040586    -31.0434906807     21.5104770668     -1.2113996461      0.8762923712      0.0231983353      0.0094409152      0.0897134580      0.0013549203      0.0655363521      0.0000000559     -0.8570257124     -1.5724613745    937.0566336138    935.7633435230
       1832000.4369  1.34736766276938  2.2403324894e+12  2.0873845796e+31  5.5427637543e+00      4.3883555933 -5.9691899616e+05      0.8890993995      1.1571586260     23.5417144821     -9.7053480450    -30.7966138102     21.2320046430     -1.1525512130      0.8765416788      0.0236632713      0.0095022353      0.0890055357      0.0012872788      0.0657965081      0.0000000480     -0.8186612415     -1.5008259295    937.1716238152    935.8783337244
       1836386.1561  1.34757172515989  2.1371816384e+12  1.9761752781e+31  5.4944442163e+00      4.4231297907 -6.0327466119e+05      0.8893789712      1.1110408234     23.1700954402     -9.7909418536    -30.5567063796     20.9687023765     -1.0903522402      0.8768330754      0.0241255432      0.0095427300      0.0882819199      0.0012167316      0.0660348824      0.0000000409     -0.7826320056     -1.4336417351    937.2794095341    935.9861194433
       1840845.3250  1.34777038100885  2.0367757611e+12  1.8689940526e+31  5.4460702373e+00      4.4589466886 -6.6953761217e+05      0.8896620048      1.0644983972     22.7939051421     -9.8763938576    -30.3125105118     20.7055838414     -1.0238229035      0.8771269224      0.0246194782      0.0095670811      0.0875426133      0.0011439051      0.0662928279      0.0000000345     -0.7474589593     -1.3681056075    937.3844844312    936.0911943405
       1845305.7759  1.34796084045213  1.9404487337e+12  1.7674741398e+31  5.3986349276e+00      4.4955413215 -7.9223697165e+05      0.8899438165      1.0175919155     22.4169013782     -9.9618547481    -30.0678741201     20.4467194339     -0.9525900289      0.8773822563      0.0251532476      0.0095776323      0.0868150310      0.0010718328      0.0665907000      0.0000000299     -0.7137816318     -1.3053383688    937.4850683651    936.1917782743
       1849679.4075  1.34813957956140  1.8501553577e+12  1.6731563072e+31  5.3528573279e+00      4.5317970444 -9.2639323611e+05      0.8902187574      0.9714542640     22.0490808746    -10.0437061716    -29.8280426913     20.1959740268     -0.8816525838      0.8776510145      0.0256959804      0.0095663666      0.0860875744      0.0009990641      0.0668874548      0.0000000262     -0.6819516287     -1.2459925705    937.5801228954    936.2868328046
       1854110.5452  1.34831298154748  1.7627397053e+12  1.5826528762e+31  5.3072821208e+00      4.5689699180 -1.0405951582e+06      0.8904959131      0.9249174892     21.6806278103    -10.1251618823    -29.5875821126     19.9479877240     -0.8077225971      0.8779312110      0.0262750538      0.0095340358      0.0853296322      0.0009300672      0.0671992646      0.0000000228     -0.6514074687     -1.1890944485    937.6711615850    936.3778714942
       1858481.1533  1.34847687007297  1.6804115552e+12  1.4979616627e+31  5.2631039246e+00      4.6058628150 -1.1201837740e+06      0.8907678171      0.8798200500     21.3221344306    -10.2031881572    -29.3522124471     19.7100534901     -0.7322608906      0.8782745476      0.0268547195      0.0094717598      0.0845404366      0.0008585364      0.0674848259      0.0000000198     -0.6221930146     -1.1347045823    937.7581014737    936.4648113829
       1862826.4114  1.34863280430273  1.6021969460e+12  1.4187131984e+31  5.2199492495e+00      4.6429854907 -1.1628576981e+06      0.8910367190      0.8352149594     20.9767919014    -10.2923551075    -29.1406419587     19.4852496102     -0.6563273318      0.8784812083      0.0274705377      0.0094984775      0.0837306982      0.0008190782      0.0678406480      0.0000000171     -0.5947624025     -1.0837561174    937.8395812758    936.5462911850
       1867189.0399  1.34878285110599  1.5271354704e+12  1.3434286426e+31  5.1774428793e+00      4.6805380646 -1.1798240493e+06      0.8913053350      0.7906844798     20.6368925242    -10.3874902983    -28.9404082519     19.2674608342     -0.5787472101      0.8786707426      0.0280981517      0.0095584865      0.0828900087      0.0007826104      0.0682112757      0.0000000146     -0.5678067949     -1.0337148321    937.9195910644    936.6263009736
       1871476.6435  1.34892408486096  1.4567053153e+12  1.2732423809e+31  5.1364381024e+00      4.7177822124 -1.1843279340e+06      0.8915679941      0.7471676968     20.3098763230    -10.4798107251    -28.7492292605     19.0612237022     -0.5014849241      0.8788761840      0.0287375409      0.0095982448      0.0820380180      0.0007500123      0.0685746782      0.0000000124     -0.5430790621     -0.9878976301    937.9928578316    936.6995677408
       1875843.6417  1.34906178679964  1.3880443552e+12  1.2054713186e+31  5.0954407207e+00      4.7561913920 -1.1840921484e+06      0.8918342443      0.7033255982     19.9763590263    -10.5727461184    -28.5524894556     18.8519243013     -0.4211091268      0.8790940935      0.0294081651      0.0096143081      0.0811768434      0.0007065898      0.0689566935      0.0000000109     -0.5182903124     -0.9419509345    938.0663100620    936.7730199712
       1880205.0085  1.34919356684912  1.3225553425e+12  1.1412804914e+31  5.0553764178e+00      4.7950207383 -1.1841408958e+06      0.8920988495      0.6597334179     19.6507161131    -10.6651066400    -28.3627992445     18.6495540083     -0.3414286870      0.8793279377      0.0301074463      0.0096082401      0.0802869523      0.0006694236      0.0693414101      0.0000000097     -0.4953108087     -0.8993425830    938.1342995424    936.8410094516
       1884507.9857  1.34931796486906  1.2608623600e+12  1.0811838920e+31  5.0164154947e+00      4.8335154805 -1.1999680873e+06      0.8923586627      0.6178394068     19.3316759423    -10.7538067494    -28.1743531942     18.4533487659     -0.2604877696      0.8796157853      0.0308014942      0.0095692823      0.0793903460      0.0006230922      0.0697030559      0.0000000085     -0.4729225984     -0.8577862180    938.2005532362    936.9072631454
       1888808.5072  1.34943707995501  1.2018874023e+12  1.0242678199e+31  4.9781524727e+00      4.8725853485 -1.2569090773e+06      0.8926171888      0.5763965024     19.0186355965    -10.8421645764    -27.9911135798     18.2646956124     -0.1775434817      0.8798576219      0.0315414629      0.0095214995      0.0784930666      0.0005863490      0.0701035406      0.0000000075     -0.4522165539     -0.8195045941    938.2616221185    936.9683320277
       1893054.1733  1.34954969190509  1.1462642970e+12  9.7087980479e+30  4.9409802104e+00      4.9113067734 -1.3303798458e+06      0.8928712349      0.5360936486     18.7139471146    -10.9273095065    -27.8118728816     18.0844613379     -0.0933921281      0.8801671251      0.0322781829      0.0094432007      0.0775696467      0.0005418446      0.0704777269      0.0000000065     -0.4319413531     -0.7820028650    938.3213960170    937.0281059262
       1897343.9384  1.34965863187609  1.0925711992e+12  9.1978701734e+30  4.9040476729e+00      4.9509411935 -1.3946838951e+06      0.8931266906      0.4959606410     18.4119656476    -11.0126194956    -27.6353344115     17.9090406569     -0.0069643497      0.8804392665      0.0330650240      0.0093539269      0.0766356217      0.0005061608      0.0708896101      0.0000000057     -0.4130246627     -0.7470397933    938.3771170013    937.0838269105
       1901588.4923  1.34976193625920  1.0417779336e+12  8.7179821956e+30  4.8682353071e+00      4.9905154377 -1.4293784004e+06      0.8933781745      0.4564921638     18.1143368877    -11.0958092462    -27.4603638792     17.7366639645      0.0788192406      0.8807717777      0.0338573875      0.0092252146      0.0756812580      0.0004643622      0.0712815671      0.0000000049     -0.3945153030     -0.7127990352    938.4316340565    937.1383439657
       1905833.0405  1.34986077614803  9.9328120486e+11  8.2635311620e+30  4.8330155584e+00      5.0305406389 -1.4452950322e+06      0.8936283934      0.4175970231     17.8223185964    -11.1780731497    -27.2895046322     17.5708457921      0.1661242189      0.8810698640      0.0346887998      0.0090868997      0.0747240714      0.0004303652      0.0717034680      0.0000000042     -0.3773477270     -0.6810370505    938.4821352520    937.1888451612
       1910077.5627  1.34995551508381  9.4672507103e+11  7.8334131605e+30  4.7985479277e+00      5.0714942551 -1.4317568529e+06      0.8938774329      0.3787839911     17.5258968039    -11.2609870948    -27.1148098168     17.3999163615      0.2528035487      0.8813178917      0.0355789873      0.0089235067      0.0737868220      0.0003927924      0.0721851837      0.0000000038     -0.3603770218     -0.6495854337    938.5320839695    937.2387938787
       1914266.6461  1.35004499060761  9.0291505179e+11  7.4328268549e+30  4.7649957254e+00      5.1120483098 -1.4243032351e+06      0.8941220787      0.3416803212     17.2462394385    -11.3517253157    -26.9629943422     17.2447250578      0.3401659405      0.8814168010      0.0364761724      0.0088826124      0.0728511008      0.0003733134      0.0727255870      0.0000000034     -0.3446678830     -0.6205972865    938.5781694015    937.2848793107
       1918490.2863  1.35013141193690  8.6073098281e+11  7.0501504903e+30  4.7318398969e+00      5.1531390713 -1.4167546301e+06      0.8943676788      0.3046113294     16.9709436350    -11.4485688090    -26.8216110237     17.0942568295      0.4279245240      0.8814954821      0.0373854774      0.0088821168      0.0718817800      0.0003551437      0.0732820125      0.0000000030     -0.3291662560     -0.5920119578    938.6236302055    937.3303401147
       1922670.8557  1.35021333731844  8.2078265127e+11  6.6914721417e+30  4.6995993661e+00      5.1944656214 -1.4303046343e+06      0.8946096950      0.2686653637     16.7009225690    -11.5443966251    -26.6833637397     16.9483942233      0.5161370180      0.8815067999      0.0383332590      0.0088725199      0.0709482387      0.0003391824      0.0738841373      0.0000000027     -0.3147324244     -0.5654414878    938.6658991926    937.3726091018
       1926877.2053  1.35029223325368  7.8240409294e+11  6.3481741780e+30  4.6677522039e+00      5.2363193153 -1.4777768421e+06      0.8948521707      0.2329662544     16.4327417105    -11.6395492690    -26.5460346343     16.8059446206      0.6061691645      0.8815748939      0.0392989517      0.0088238020      0.0699832350      0.0003191175      0.0744719708      0.0000000024     -0.3006337054     -0.5394574262    938.7071935091    937.4139034183
       1931051.0589  1.35036725442988  7.4603898852e+11  6.0247084851e+30  4.6367405974e+00      5.2782396357 -1.5461952725e+06      0.8950916980      0.1984318825     16.1719748183    -11.7333064734    -26.4135593183     16.6711641758      0.6976212401      0.8816432860      0.0402827962      0.0087548452      0.0690183148      0.0003007578      0.0750645295      0.0000000021     -0.2874481237     -0.5151451406    938.7458107311    937.4525206403
       1935230.4881  1.35043911643689  7.1121834016e+11  5.7177513374e+30  4.6063122885e+00      5.3208087611 -1.5910456095e+06      0.8953303883      0.1643533473     15.9115268352    -11.8269693089    -26.2808527061     16.5362867928      0.7891133048      0.8816963017      0.0413089420      0.0086570471      0.0680572552      0.0002804540      0.0756876731      0.0000000018     -0.2746420588     -0.4915659529    938.7832425394    937.4899524486
       1939410.5831  1.35050800036551  6.7799105527e+11  5.4262749198e+30  4.5764953072e+00      5.3637231714 -1.6147930001e+06      0.8955679288      0.1311301609     15.6565274926    -11.9199433612    -26.1520506021     16.4081971304      0.8827997987      0.8817664392      0.0423577259      0.0085346069      0.0670798661      0.0002613619      0.0763118950      0.0000000016     -0.2624743764     -0.4692378672    938.8186905375    937.5254004467
       1943560.2055  1.35057342250760  6.4652830324e+11  5.1518098069e+30  4.5475293963e+00      5.4066566788 -1.5631520028e+06      0.8958023969      0.0983928831     15.4070555430    -12.0115241854    -26.0268967546     16.2765488981      0.9678862382      0.8818613083      0.0434205887      0.0083833872      0.0660929344      0.0002417814      0.0769306760      0.0000000014     -0.2509015675     -0.4479589283    938.8524555458    937.5591654550
       1947709.7754  1.35063611581211  6.1646834416e+11  4.8919885083e+30  4.5192734042e+00      5.4502199286 -1.3680327126e+06      0.8960355317      0.0663637994     15.1597038460    -12.1034767083    -25.9035266641     16.1473127496      1.0539727030      0.8819228476      0.0445312988      0.0082120229      0.0651105886      0.0002232421      0.0775885665      0.0000000013     -0.2398874253     -0.4276416281    938.8846691944    937.5913791036
       1951837.6494  1.35069580775377  5.8796343171e+11  4.6467014861e+30  4.4917977380e+00      5.4938182631 -1.0919563662e+06      0.8962662365      0.0348061318     14.9184770133    -12.1942893372    -25.7846701279     16.0195937080      1.1359228265      0.8820117050      0.0456530875      0.0080171646      0.0641128705      0.0002051724      0.0782372070      0.0000000012     -0.2294143250     -0.4083586472    938.9152377736    937.6219476828
       1955976.9203  1.35075315716205  5.6066291040e+11  4.4130109799e+30  4.4647007944e+00      5.5379024422 -8.4244387270e+05      0.8964966618      0.0041276098     14.6802694248    -12.2844785269    -25.6673302510     15.8950336569      1.2188918419      0.8821114057      0.0468055998      0.0077988082      0.0630964355      0.0001877508      0.0788959264      0.0000000011     -0.2193338414     -0.3898309008    938.9446047365    937.6513146457
