# Hydro quantities of SFHo-s20.0-MUONS at time t_pb= 1.0010874s
shock radius= 3466.8489 km, gain radius= 21.561613 km
# cols=25 rows=1058 format=(x,f18.4,f18.14,3e18.10,f18.10,e18.10,18f18.10)
#            radius   mass coordinate           density   internal energy       temperature           entropy   radial velocity       grav. lapse             mu_nu              mu_e              mu_n              mu_p             mu_mu           mu_numu               X_n               X_p           X_alpha           X_Light           X_Heavy               Y_e              Y_mu               U_n               U_p              m*_n              m*_p
#              [cm]           [m_sol]          [g/cm^3]        [erg/cm^3]             [MeV]             [k_b]            [cm/s]               [1]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]             [MeV]             [MeV]             [MeV]             [MeV]
        197976.5859  0.01283919881259  7.7679233639e+14  8.0323891546e+34  2.7728106361e+01      1.2882902273  1.0889091436e+04      0.6231546488    175.6819186607    285.1139873197    176.3192803008     68.1805017325      4.6429242933   -104.7891443658      0.7619575314      0.2380424686      0.0000000000      0.0000000000      0.0000000000      0.2379790734      0.0000633952     12.8817243797     -5.3379611643    467.1504513261    465.8571612353
        203594.3125  0.01395055789389  7.7558646305e+14  8.0123365975e+34  2.7788873612e+01      1.2924434157  7.4814279096e+03      0.6234366657    175.5524620706    284.9330648645    175.7496029839     67.6622902808      4.7059462941   -104.6746564997      0.7619167287      0.2380832713      0.0000000000      0.0000000000      0.0000000000      0.2380182681      0.0000650032     12.6242360000     -5.6436958142    467.6127404526    466.3194503618
        209371.4453  0.01515729696324  7.7430813195e+14  7.9912514981e+34  2.7854726509e+01      1.2969123374  3.5463513460e+03      0.6237348282    175.4133912822    284.7400568983    175.1445312821     67.1111557568      4.7755796645   -104.5510859516      0.7618736671      0.2381263329      0.0000000000      0.0000000000      0.0000000000      0.2380595374      0.0000667955     12.3514022208     -5.9677693079    468.1041678295    466.8108777387
        215312.5078  0.01646747160811  7.7295271229e+14  7.9690980226e+34  2.7926144304e+01      1.3017246375 -5.5122509202e+02      0.6240500548    175.2645505766    284.5343808054    174.5015560946     66.5250159566      4.8520488583   -104.4177813705      0.7618274813      0.2381725187      0.0000000000      0.0000000000      0.0000000000      0.2381037319      0.0000687868     12.0622270475     -6.3113244719    468.6267247578    467.3334346670
        221422.1484  0.01788979640121  7.7151546306e+14  7.9458201942e+34  2.8003631128e+01      1.3069081255 -6.0120979957e+03      0.6243833092    175.1046009969    284.3148633286    173.8182751921     65.9013029512      4.9363558876   -104.2739064441      0.7617786102      0.2382213898      0.0000000000      0.0000000000      0.0000000000      0.2381503820      0.0000710078     11.7557111382     -6.6756125370    469.1825155839    467.8892254931
        227705.1562  0.01943369851797  7.6999137765e+14  7.9213663596e+34  2.8087741829e+01      1.3124935696 -1.1562611063e+04      0.6247356117    174.9324024049    284.0803937456    173.0920800650     65.2373788151      5.0293894474   -104.1186018933      0.7617271776      0.2382728224      0.0000000000      0.0000000000      0.0000000000      0.2381993304      0.0000734920     11.4307898324     -7.0619405233    469.7737736663    468.4804835755
        234166.4531  0.02110936923704  7.6837504936e+14  7.8956808286e+34  2.8179077665e+01      1.3185145037 -1.7881008421e+04      0.6251080425    174.7467405079    283.8297794322    172.3201341054     64.5303852719      5.1320539702   -103.9509849541      0.7616732950      0.2383267050      0.0000000000      0.0000000000      0.0000000000      0.2382504252      0.0000762798     11.0863028595     -7.4717303445    470.4029212122    469.1096311214
        240811.0938  0.02292782026603  7.6666073739e+14  7.8687099107e+34  2.8278297788e+01      1.3250067373 -2.4621045609e+04      0.6255017418    174.5463739451    283.5617748743    171.4993880021     63.7772771637      5.2453707644   -103.7700301648      0.7616170052      0.2383829948      0.0000000000      0.0000000000      0.0000000000      0.2383035857      0.0000794091     10.7210106406     -7.9064959024    471.0725518538    469.7792617630
        247644.2734  0.02490094546755  7.6484234744e+14  7.8403964351e+34  2.8386112714e+01      1.3320092081 -3.1912979047e+04      0.6259179124    174.3299623847    283.2750427527    170.6265781732     62.9747878960      5.3704418069   -103.5746385611      0.7615583639      0.2384416361      0.0000000000      0.0000000000      0.0000000000      0.2383587057      0.0000829304     10.3335846603     -8.3678601716    471.7854409569    470.4921508661
        254671.3438  0.02704158918542  7.6291343514e+14  7.8106785018e+34  2.8503283520e+01      1.3395638547 -3.9718522610e+04      0.6263578229    174.0959913665    282.9681175098    169.6982347714     62.1193987189      5.5084892738   -103.3636368695      0.7614975265      0.2385024735      0.0000000000      0.0000000000      0.0000000000      0.2384155639      0.0000869096      9.9226055172     -8.8575643079    472.5445507347    471.2512606439
        261897.8125  0.02936361399874  7.6086721331e+14  7.7794931119e+34  2.8630623808e+01      1.3477138374 -4.8058414303e+04      0.6268228104    173.8427203178    282.6393854529    168.7106876790     61.2073126347      5.6608938439   -103.1357712911      0.7614348181      0.2385651819      0.0000000000      0.0000000000      0.0000000000      0.2384737758      0.0000914061      9.4865622351     -9.3774742625    473.3530349784    472.0597448876
        269329.3438  0.03188197239090  7.5869648806e+14  7.7467709069e+34  2.8769007090e+01      1.3565066482 -5.6920041782e+04      0.6273142848    173.5682413539    282.2870981573    167.6600132250     60.2344465124      5.8291575281   -102.8896992753      0.7613706340      0.2386293660      0.0000000000      0.0000000000      0.0000000000      0.2385328562      0.0000965098      9.0238327086     -9.9295964541    474.2142675140    472.9209774232
        276971.7500  0.03461277821311  7.5639362693e+14  7.7124430177e+34  2.8919383131e+01      1.3659924979 -6.6277496785e+04      0.6278337337    173.2705201575    281.9093935539    166.5419996235     59.1964163179      6.0149075365   -102.6239658598      0.7613053865      0.2386946135      0.0000000000      0.0000000000      0.0000000000      0.2385923027      0.0001023108      8.5326758892    -10.5160839206    475.1318651991    473.8385751083
        284831.0156  0.03757339337759  7.5395049793e+14  7.6764395291e+34  2.9082767897e+01      1.3762259590 -7.6049190259e+04      0.6283827302    172.9476273748    281.5043978413    165.3520711542     58.0885907785      6.2197856869   -102.3369847796      0.7612392344      0.2387607656      0.0000000000      0.0000000000      0.0000000000      0.2386518411      0.0001089245      8.0111997262    -11.1392506958    476.1097042079    474.8164141171
        292913.2969  0.04078250922699  7.5135850097e+14  7.6386904833e+34  2.9260235639e+01      1.3872641453 -8.6071417003e+04      0.6289629351    172.5976911076    281.0702099374    164.0853034230     56.9060746840      6.4454809544   -102.0270378754      0.7611721587      0.2388278413      0.0000000000      0.0000000000      0.0000000000      0.2387113662      0.0001164751      7.4573588392    -11.8015793846    477.1519153088    475.8586252180
        301224.9219  0.04426023293502  7.4860865373e+14  7.5991149630e+34  2.9452914229e+01      1.3991671463 -9.6076301175e+04      0.6295760951    172.2183126784    280.6046215510    162.7365467307     55.6435279488      6.6940141523   -101.6922947203      0.7611046343      0.2388953657      0.0000000000      0.0000000000      0.0000000000      0.2387702378      0.0001251279      6.8689783361    -12.5057480639    478.2628792283    476.9695891375
        309772.3906  0.04802817513372  7.4569167739e+14  7.5576226910e+34  2.9661952001e+01      1.4119940056 -1.0594368455e+05      0.6302240452    171.8065715798    280.1051399920    161.3004662843     54.2951879629      6.9677534800   -101.3308149322      0.7610376910      0.2389623090      0.0000000000      0.0000000000      0.0000000000      0.2388272537      0.0001350552      6.2437520144    -13.2546356346    479.4471904875    478.1539003967
        318562.3906  0.05210954772165  7.4259724112e+14  7.5141624887e+34  2.9888557287e+01      1.4258117903 -1.1550568547e+05      0.6309087142    171.3595738020    279.5684838750    159.7708351663     52.8552151840      7.2684329701   -100.9404771030      0.7609706264      0.2390293736      0.0000000000      0.0000000000      0.0000000000      0.2388828908      0.0001464828      5.5790170536    -14.0513986096    480.7099010299    479.4166109391
        327601.8125  0.05652926521723  7.3931545459e+14  7.4686144767e+34  3.0133927500e+01      1.4406808344 -1.2462078989e+05      0.6316321268    170.8737122904    278.9919077140    158.1418720326     51.3169666998      7.5991630477   -100.5190323759      0.7609054895      0.2390945105      0.0000000000      0.0000000000      0.0000000000      0.2389348464      0.0001596642      4.8721689014    -14.8993529764    482.0560762605    480.7627861697
        336897.7344  0.06131386652153  7.3578538625e+14  7.4217261514e+34  3.0399353667e+01      1.4572132772 -1.3325488165e+05      0.6323964229    170.3440621732    278.3754224530    156.3682825355     49.6302123465      7.9673411177   -100.0640191621      0.7608219413      0.2391780587      0.0000000000      0.0000000000      0.0000000000      0.2390030460      0.0001750127      4.1205384318    -15.8025224117    483.5229069000    482.2296168092
        346457.4375  0.06649161722831  7.3200774978e+14  7.3737065150e+34  3.0690948507e+01      1.4754216871 -1.4249365997e+05      0.6332038881    169.7612454461    277.6991017414    154.4529730167     47.8084068122      8.3703757516    -99.5674805437      0.7607123013      0.2392876987      0.0000000000      0.0000000000      0.0000000000      0.2390949470      0.0001927517      3.3180081437    -16.7664096982    485.1061105379    483.8128204471
        356288.4062  0.07209274652164  7.2797342237e+14  7.3247785030e+34  3.1013085534e+01      1.4953913198 -1.5181525622e+05      0.6340569294    169.1179507671    276.9477671164    152.3907956636     45.8542694051      8.8068002099    -99.0230161394      0.7605671470      0.2394328530      0.0000000000      0.0000000000      0.0000000000      0.2392196073      0.0002132456      2.4588484904    -17.7964547210    486.8082529841    485.5149628933
        366398.3438  0.07814951052735  7.2367081206e+14  7.2745596885e+34  3.1368480942e+01      1.5172746348 -1.5938136365e+05      0.6349580223    168.4071803231    276.1343614463    150.2499293015     43.8160382692      9.3012200985    -98.4259610246      0.7604161208      0.2395838792      0.0000000000      0.0000000000      0.0000000000      0.2393459819      0.0002378973      1.5934839716    -18.8432647628    488.6324431891    487.3391530983
        376795.1562  0.08469616487138  7.1906804434e+14  7.2245728301e+34  3.1755332977e+01      1.5412309299 -1.6497105842e+05      0.6359097140    167.6253988123    275.2626600448    148.2191891194     41.8752179777      9.8606366513    -97.7766245812      0.7602424176      0.2397575824      0.0000000000      0.0000000000      0.0000000000      0.2394900463      0.0002675361      0.8637027762    -19.7591289424    490.5770227298    489.2837326391
        387486.9844  0.09176916485166  7.1417759212e+14  7.1723460806e+34  3.2177027462e+01      1.5671287656 -1.7027900985e+05      0.6369146923    166.7627080469    274.3180048779    146.0480210111     39.7860142709     10.4862389244    -97.0690579066      0.7600784400      0.2399215600      0.0000000000      0.0000000000      0.0000000000      0.2396184057      0.0003031543      0.0847472380    -20.7387853670    492.6586878655    491.3653977747
        398482.2031  0.09940730270009  7.0898103069e+14  7.1178095564e+34  3.2637150052e+01      1.5951392277 -1.7339057457e+05      0.6379757870    165.8084953651    273.2929150569    143.7254908172     37.5343612162     11.1875872618    -96.2968324300      0.7599285709      0.2400714291      0.0000000000      0.0000000000      0.0000000000      0.2397251884      0.0003462407     -0.7472856095    -21.7876835972    494.8883018235    493.5950117327
        409789.4062  0.10765159139888  7.0345516498e+14  7.0608748227e+34  3.3138438378e+01      1.6254601664 -1.7704136023e+05      0.6390959724    164.7487456817    272.1789488998    141.2366693618     35.0997562345     11.9764625252    -95.4537406929      0.7597992319      0.2402007681      0.0000000000      0.0000000000      0.0000000000      0.2398021265      0.0003986416     -1.6360151907    -22.9114106438    497.2803616147    495.9870715239
        421417.4531  0.11654443107650  6.9744695221e+14  7.0035040167e+34  3.3688415712e+01      1.6597250167 -1.8031827266e+05      0.6402783970    163.5665433148    270.9727173102    138.4661989672     32.3533150626     12.8790128464    -94.5271611490      0.7596303726      0.2403696274      0.0000000000      0.0000000000      0.0000000000      0.2399060819      0.0004635455     -2.5816254750    -24.1125529219    499.9313010101    498.6380109194
        433375.4688  0.12613020289202  6.9104796201e+14  6.9439168918e+34  3.4295427923e+01      1.6970784626 -1.8363590044e+05      0.6415263368    162.2441200671    269.6521706996    135.4889341867     29.3741736450     13.9054056860    -93.5026449465      0.7594896388      0.2405103612      0.0000000000      0.0000000000      0.0000000000      0.2399663651      0.0005439960     -3.5945281277    -25.4035048712    502.7833899846    501.4900998938
        445672.8125  0.13645561699699  6.8418366033e+14  6.8856434892e+34  3.4963687833e+01      1.7380804956 -1.8723783343e+05      0.6428431758    160.7519458091    268.1299782283    132.2481098688     26.1633675404     15.0084104859    -92.3696219334      0.7592510777      0.2407489223      0.0000000000      0.0000000000      0.0000000000      0.2401077411      0.0006411813     -4.6944877245    -26.7966066478    505.8692946865    504.5760045958
        458319.0938  0.14756921347502  6.7686869864e+14  6.8253615470e+34  3.5703213536e+01      1.7829078590 -1.9057686471e+05      0.6442324163    159.0728655255    266.4546361610    128.7588455551     22.6703650103     16.2721311511    -91.1096394844      0.7590490649      0.2409509351      0.0000000000      0.0000000000      0.0000000000      0.2401859869      0.0007649481     -5.8758980783    -28.2983310298    509.1954143258    507.9021242350
        471324.2188  0.15952129377870  6.6904252788e+14  6.7629922374e+34  3.6515868175e+01      1.8320944119 -1.9440546780e+05      0.6456976834    157.1683804702    264.6112730931    124.9679639770     18.8183614449     17.7312034567    -89.7116891663      0.7588950586      0.2411049414      0.0000000000      0.0000000000      0.0000000000      0.2401814524      0.0009234889     -7.1426208645    -29.9175191117    512.8058064575    511.5125163667
        484698.3750  0.17236198503342  6.6054328288e+14  6.7003453519e+34  3.7414701384e+01      1.8874121308 -1.9843815934e+05      0.6472426899    155.0045860672    262.5856031807    120.7586037174     14.4708766947     19.4323527484    -88.1486643650      0.7587294055      0.2412705945      0.0000000000      0.0000000000      0.0000000000      0.2401410961      0.0011294984     -8.4869139500    -31.6489894737    516.8045782053    515.5112881145
        498452.0312  0.18614108706127  6.5136796184e+14  6.6407396765e+34  3.8392992013e+01      1.9478069566 -2.0089324852e+05      0.6488711061    152.5590498480    260.3548409983    116.7795527869     10.2770517275     21.3766117046    -86.4191794457      0.7585826010      0.2414173990      0.0000000000      0.0000000000      0.0000000000      0.2400252110      0.0013921879     -9.5328633668    -33.0905819159    521.0765407090    519.7832506182
        512595.9531  0.20090956901841  6.4156161877e+14  6.5832866359e+34  3.9452222158e+01      2.0133642307 -2.0502141584e+05      0.6505866859    149.7907608018    257.7722761090    112.4439189833      5.7556937669     23.4707629947    -84.5107523125      0.7583220671      0.2416779329      0.0000000000      0.0000000000      0.0000000000      0.2399537911      0.0017241418    -10.6877491581    -34.6640218586    525.6889294841    524.3956393933
        527141.2031  0.21671764003379  6.3099204116e+14  6.5242564830e+34  4.0601913312e+01      2.0857431519 -2.1377588472e+05      0.6523934995    146.6384848005    254.9175777634    107.6066654041      0.6208625320     25.8870703072    -82.3920226557      0.7580796948      0.2419203052      0.0000000000      0.0000000000      0.0000000000      0.2397596601      0.0021606451    -11.9291844737    -36.3679427298    530.7634562999    529.4701662091
        542099.1875  0.23361452787493  6.1973108925e+14  6.4617864544e+34  4.1853885815e+01      2.1644821120 -2.1767850599e+05      0.6542956229    143.0524299609    251.7597017769    102.3235087718     -5.0904729534     28.6813346154    -80.0259372005      0.7579556206      0.2420443794      0.0000000000      0.0000000000      0.0000000000      0.2393101438      0.0027342356    -13.2722844000    -38.2261766613    536.2668323071    534.9735422163
        557481.6250  0.25165137022827  6.0790806009e+14  6.3929788594e+34  4.3200792114e+01      2.2480708343 -2.2688154251e+05      0.6562969664    138.9502324650    248.2500918063     96.6917672633    -11.3148019872     31.8988589152    -77.4010004261      0.7581011734      0.2418988266      0.0000000000      0.0000000000      0.0000000000      0.2384205618      0.0034782649    -14.7291132871    -40.2629206092    542.1323010355    540.8390109447
        573300.5625  0.27087070281475  5.9494782406e+14  6.3326990719e+34  4.4628608307e+01      2.3409285843 -2.2742951807e+05      0.6584013803    134.2877114655    244.1731344524     90.7270372524    -17.8650956437     35.3671080938    -74.5183148931      0.7579116141      0.2420883859      0.0000000000      0.0000000000      0.0000000000      0.2376343113      0.0044540747    -16.0373891004    -42.1475982299    548.5645203131    547.2712302223
        589568.3750  0.29130806624155  5.8119859735e+14  6.2682559401e+34  4.6130299987e+01      2.4398715378 -2.3249926570e+05      0.6606126892    129.0464818617    239.6813679306     84.5684531079    -24.7731428702     39.2722523750    -71.3626336940      0.7578681877      0.2421318123      0.0000000000      0.0000000000      0.0000000000      0.2364090021      0.0057228102    -17.2453544299    -43.9720748395    555.4284998082    554.1352097174
        606297.7812  0.31300715667723  5.6704660356e+14  6.1914816325e+34  4.7678339087e+01      2.5414475415 -2.2661434982e+05      0.6629344245    123.1771830178    234.7700802933     78.1177779287    -32.1818292561     43.6494143437    -67.9434829319      0.7582289918      0.2417710082      0.0000000000      0.0000000000      0.0000000000      0.2344353465      0.0073356617    -18.5719461304    -45.9937053505    562.6087084916    561.3154184008
        623501.9062  0.33601012930517  5.5223150560e+14  6.1070237075e+34  4.9238332318e+01      2.6481965121 -2.1971195905e+05      0.6653701611    116.6202631924    229.3182368105     70.9845850555    -40.4200984717     48.3778437268    -64.3201298912      0.7586111041      0.2413888959      0.0000000000      0.0000000000      0.0000000000      0.2320125871      0.0093763088    -20.0179797312    -48.1877854430    570.2970680236    569.0037779329
        641194.2188  0.36034463916592  5.3655373306e+14  6.0199446151e+34  5.0795018443e+01      2.7594504259 -2.0294500468e+05      0.6679233920    109.4046101458    223.2352743450     64.0196339425    -48.5177401660     53.3277508808    -60.5029133185      0.7589911336      0.2410088664      0.0000000000      0.0000000000      0.0000000000      0.2290686217      0.0119402447    -21.1812280943    -50.0855096783    578.3135122611    577.0202221703
        659388.5625  0.38604477092662  5.2077281710e+14  5.9148283712e+34  5.2288124157e+01      2.8685468241 -1.7788682480e+05      0.6705966195    101.6362553649    216.7760619939     57.0520353271    -56.7944812111     58.5555006145    -56.5843060145      0.7598309292      0.2401690708      0.0000000000      0.0000000000      0.0000000000      0.2251561550      0.0150129158    -22.3796780274    -52.0844308759    586.4724210116    585.1791309208
        678099.1875  0.41316117849988  5.0501689045e+14  5.7876846008e+34  5.3662776050e+01      2.9740104298 -1.6159716915e+05      0.6733921355     93.3288624625    210.0453510414     49.7678415722    -65.6553569159     64.0472095820    -52.6692789969      0.7611068181      0.2388931819      0.0000000000      0.0000000000      0.0000000000      0.2202916904      0.0186014915    -23.6671556546    -54.2513043788    594.8072148634    593.5139247726
        697340.7188  0.44173383204340  4.8887221782e+14  5.6492826181e+34  5.4885683374e+01      3.0765372419 -1.3773118701e+05      0.6763124712     84.6868756795    202.9080851328     42.8598304105    -74.0680889520     69.3771419541    -48.8440674993      0.7624436759      0.2375563241      0.0000000000      0.0000000000      0.0000000000      0.2149081760      0.0226481481    -24.7288647681    -56.1573858627    603.2103973676    601.9171072768
        717128.2188  0.47180229407170  4.7285342974e+14  5.4964498756e+34  5.5917144766e+01      3.1730522054 -1.3231136187e+05      0.6793595016     75.9634403356    195.5760110736     36.1498410443    -82.1694396029     74.3994881034    -45.2130826346      0.7638732694      0.2361267306      0.0000000000      0.0000000000      0.0000000000      0.2090259628      0.0271007679    -25.8180063614    -58.0971937543    611.6081640592    610.3148739685
        737477.2188  0.50343111964402  4.5732857386e+14  5.3237783930e+34  5.6729285900e+01      3.2592765387 -1.2760984690e+05      0.6825340663     67.2829531227    188.2987240247     29.6513556308    -90.0711251804     79.1572922287    -41.8584786733      0.7656780077      0.2343219923      0.0000000000      0.0000000000      0.0000000000      0.2025912703      0.0317307220    -27.0224700284    -60.2079398445    619.8977908501    618.6045007593
        758403.6562  0.53667714165036  4.4171563385e+14  5.1329627341e+34  5.7294961043e+01      3.3357160006 -1.2610876384e+05      0.6858369969     58.7929567202    181.1533463052     23.9407191480    -97.1263803463     83.4762152527    -38.8841743323      0.7678228624      0.2321771376      0.0000000000      0.0000000000      0.0000000000      0.1958426375      0.0363345001    -27.9073706091    -61.9407822863    628.0073859780    626.7140958872
        779923.9062  0.57159523861013  4.2652221531e+14  4.9288124808e+34  5.7648427578e+01      3.4028546848 -1.0814627658e+05      0.6892685975     50.7126091316    174.3212422336     18.3852675756   -103.9300754356     87.2739371347    -36.3346959673      0.7701171309      0.2298828691      0.0000000000      0.0000000000      0.0000000000      0.1891085948      0.0407742744    -28.8832978315    -63.7949907574    636.0772948501    634.7840047593
        802054.8125  0.60825953951762  4.1173743715e+14  4.7089479107e+34  5.7742715248e+01      3.4572006755 -1.4106269768e+05      0.6928289064     42.8331451846    167.7370146426     13.3602261942   -110.2503531731     90.6255924437    -34.2782770144      0.7729433869      0.2270566131      0.0000000000      0.0000000000      0.0000000000      0.1821712251      0.0448853880    -29.8156592669    -65.6377262643    643.9583339749    642.6650438841
        824813.6875  0.64672076920736  3.9683254945e+14  4.4805455432e+34  5.7657134802e+01      3.5047078302 -5.9249556048e+04      0.6965170135     35.4035765088    161.4616602560      8.8155213373   -115.9492723192     93.3093001057    -32.7487836416      0.7759678095      0.2240321905      0.0000000000      0.0000000000      0.0000000000      0.1754817900      0.0485504006    -30.5825655537    -67.2694588863    651.8523918728    650.5591017820
        848218.3438  0.68704761657593  3.8268939196e+14  4.2386686419e+34  5.7318776780e+01      3.5366816625 -1.2315024570e+05      0.7003313318     27.9955485459    155.4459641811      4.8047624385   -121.3523631060     95.6533657669    -31.7970498684      0.7799483037      0.2200516963      0.0000000000      0.0000000000      0.0000000000      0.1684003354      0.0516513609    -31.3946842202    -69.0830503582    659.5274816674    658.2341915766
        872287.1250  0.72930013519741  3.6832649476e+14  3.9884436268e+34  5.6810402986e+01      3.5608807769  2.5133745625e+04      0.7042701632     20.3989937235    149.4002920864      1.3230203288   -126.3849879433     97.5948401466    -31.4064582163      0.7846666940      0.2153333060      0.0000000000      0.0000000000      0.0000000000      0.1610050796      0.0543282265    -31.9753408443    -70.6544693296    667.2191802761    665.9258901853
        897038.8750  0.77354515992021  3.5477387705e+14  3.7245528816e+34  5.6051200892e+01      3.5662471316  4.1034560903e+03      0.7083343773     12.1346052194    143.2600537674     -1.3675418581   -131.1997003153     99.5805741366    -31.5448744114      0.7910731045      0.2089268955      0.0000000000      0.0000000000      0.0000000000      0.1523701633      0.0565567322    -32.5039497707    -72.3902918540    674.6051744699    673.3118843791
        922459.5637  0.81976536946214  3.4077371625e+14  3.4722676040e+34  5.5110107721e+01      3.5703698104  4.1099743712e+04      0.7125228506      7.8323946533    139.6120802782     -4.1049323113   -134.5913278454     99.4531126543    -32.3265729705      0.7953568619      0.2046431381      0.0000000000      0.0000000000      0.0000000000      0.1481086403      0.0565344978    -33.0404719678    -73.7656641458    682.3077807099    681.0144906191
        948330.1386  0.86747227592123  3.2657660172e+14  3.2246926293e+34  5.4032910591e+01      3.5713569750  3.7428561760e+03      0.7167946783      4.5865034894    136.4794076385     -6.5204606918   -137.1200747500     98.8751926178    -33.0177115313      0.7993065452      0.2006934548      0.0000000000      0.0000000000      0.0000000000      0.1447916688      0.0559017861    -33.4511937966    -74.8557500821    690.1723903107    688.8791002200
        974313.1040  0.91591493670240  3.1227143438e+14  2.9901783161e+34  5.2893706479e+01      3.5744329622  6.4837745253e+04      0.7210864926      2.1124847403    133.5784805039     -8.8713763184   -139.0440819912     97.8119074419    -33.6540883217      0.8026681263      0.1973318737      0.0000000000      0.0000000000      0.0000000000      0.1422671374      0.0550647363    -33.8130048657    -75.7524318618    698.3274833192    697.0341932284
