# Hydro quantities of SFHo-s20.0-MUONS at time t_pb= 1.0010874s
shock radius= 3466.8489 km, gain radius= 21.561613 km
# cols=25 rows=1058 format=(x,f18.4,f18.14,3e18.10,f18.10,e18.10,18f18.10)
#            radius   mass coordinate           density   internal energy       temperature           entropy   radial velocity       grav. lapse             mu_nu              mu_e              mu_n              mu_p             mu_mu           mu_numu               X_n               X_p           X_alpha           X_Light           X_Heavy               Y_e              Y_mu               U_n               U_p              m*_n              m*_p
#              [cm]           [m_sol]          [g/cm^3]        [erg/cm^3]             [MeV]             [k_b]            [cm/s]               [1]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]             [MeV]             [MeV]             [MeV]             [MeV]
       1649903.5890  1.87015982311008  3.3432746529e+13  8.6551973184e+32  1.5897479537e+01      3.5358277881 -1.9796620152e+05      0.8186292048      7.0429075839     64.9250858524    -15.3405613097    -71.9294494874     59.0478970942      1.1657188257      0.8346468822      0.0521470871      0.0059427660      0.1030850222      0.0041782424      0.0952590159      0.0039174446     -9.7600895930    -19.3221735241    906.4416221552    905.1483320644
       1660150.9325  1.87591312265674  3.1438432253e+13  7.8833303123e+32  1.5380282030e+01      3.5353773197 -1.0913196656e+06      0.8197938900      7.1986213148     63.6308406504    -14.9635262213    -70.1024554661     57.7154196028      1.2832002672      0.8356003520      0.0500823151      0.0060246292      0.1040239372      0.0042687666      0.0942809850      0.0032260029     -9.2728465829    -18.2719182660    908.3685142048    907.0752241140
       1670171.8668  1.88126623752162  2.9545907771e+13  7.1532784053e+32  1.4853126752e+01      3.5306595551 -1.1781081919e+06      0.8209208116      7.0127762979     62.0800465583    -14.4792421774    -68.2532223470     56.0983351570      1.0310648966      0.8375757933      0.0477726649      0.0060292542      0.1043490884      0.0042731993      0.0926207570      0.0026368564     -8.8104872751    -17.3002665474    910.1461205070    908.8528304162
       1680067.8171  1.88629253568365  2.7754180568e+13  6.4945043341e+32  1.4349345054e+01      3.5288987882 -1.2331722957e+06      0.8220230560      7.0434774151     60.6761385977    -14.0051673326    -66.3445384244     54.7040813273      1.0714201446      0.8388474362      0.0457593920      0.0060748787      0.1050581549      0.0042601382      0.0913355315      0.0021543228     -8.3609822429    -16.3539167612    911.8589594841    910.5656693933
       1689751.0630  1.89096858061267  2.6076544860e+13  5.8981803751e+32  1.3863182924e+01      3.5271654385 -3.8395013073e+05      0.8230906924      7.0412766365     59.3280213154    -13.6054488937    -64.5989034818     53.4138739275      1.1271292486      0.8400904538      0.0437771456      0.0061308783      0.1056581869      0.0043433354      0.0900038046      0.0017219479     -7.9260561802    -15.4458211910    913.4918021825    912.1985120917
       1699231.1268  1.89531501384450  2.4471461501e+13  5.3385420997e+32  1.3388690577e+01      3.5239828163  4.5216140742e+05      0.8241266181      6.7154918019     57.7646107572    -13.1431946235    -62.8990234881     51.8769522775      0.8278333222      0.8424856628      0.0416078923      0.0060872619      0.1055483424      0.0042708406      0.0880328412      0.0013524224     -7.5115693460    -14.5971537745    915.0128852248    913.7195951340
       1708519.5392  1.89935793744634  2.2974858701e+13  4.8406488441e+32  1.2929167836e+01      3.5224478795 -3.2748509652e+05      0.8251337966      6.5648637213     56.3469901103    -12.7232887958    -61.2121250940     50.5956564975      0.8135301084      0.8439835552      0.0397384664      0.0061329791      0.1058260679      0.0043189314      0.0865075167      0.0010812774     -7.1154981422    -13.7855784738    916.4536126051    915.1603225143
       1717646.4716  1.90312549530723  2.1557074709e+13  4.3826292100e+32  1.2482851347e+01      3.5205198026 -1.8962443149e+05      0.8261162129      6.3326632777     54.9173096869    -12.3198894145    -59.6112457328     49.3854529876      0.8008065785      0.8458451680      0.0378192579      0.0061544027      0.1058446973      0.0043364741      0.0847631130      0.0008424571     -6.7311394675    -13.0044108381    917.8341462363    916.5408561455
       1726621.8404  1.90663718887364  2.0192383304e+13  3.9565298528e+32  1.2059298805e+01      3.5196965053 -6.7758516275e+05      0.8270748553      5.8663312422     53.3401328782    -11.8945415492    -58.0750530944     48.0652519552      0.5914503192      0.8487240796      0.0358099027      0.0060699968      0.1052216846      0.0041743362      0.0825321134      0.0006406911     -6.3612740725    -12.2615942447    919.1415154253    917.8482253345
       1735487.1617  1.90991362117180  1.8859174746e+13  3.5748118144e+32  1.1660269362e+01      3.5266506993 -8.7406431036e+05      0.8280135315      5.5506856086     51.8536592496    -11.6178154597    -56.6274990098     46.7641403904      0.4611667494      0.8503076577      0.0342235281      0.0060884773      0.1051662332      0.0042141037      0.0810134869      0.0005031183     -5.9925085138    -11.5184157228    920.4340037773    919.1407136865
       1744264.4748  1.91297151238413  1.7562198383e+13  3.2238933451e+32  1.1289019584e+01      3.5390919663 -6.7069488618e+05      0.8289351289      5.2561176265     50.3858986089    -11.3744789199    -55.2109698115     45.4558412334      0.3260602511      0.8518758269      0.0327957121      0.0060908365      0.1051357125      0.0041019119      0.0796127463      0.0003875342     -5.6268624919    -10.7829914725    921.7042954663    920.4110053755
       1752886.8495  1.91579321633513  1.6319885145e+13  2.9053343213e+32  1.0946091881e+01      3.5564951323 -4.9463088694e+05      0.8298329194      4.9794208754     48.9597439922    -11.1586638273    -53.8456968532     44.1586388919      0.1783157751      0.8533702409      0.0315519038      0.0061016968      0.1050871796      0.0038889789      0.0783755873      0.0002917127     -5.2706530843    -10.0685736726    922.9303395937    921.6370495029
       1761375.2241  1.91839730364733  1.5126509434e+13  2.6204108765e+32  1.0627926445e+01      3.5807884491 -1.4555955605e+05      0.8307101234      4.7297509611     47.5704870551    -11.0757658458    -52.6232118490     42.8629393337      0.0222032397      0.8541015163      0.0305895390      0.0061823661      0.1052929915      0.0038335870      0.0775817581      0.0002259790     -4.9203910274     -9.3673565463    924.1246173354    922.8313272446
       1769705.4357  1.92078666708850  1.3999251708e+13  2.3629020739e+32  1.0332940314e+01      3.6094741506 -2.6672517096e+04      0.8315647144      4.4980068584     46.2034562882    -11.0080729193    -51.4202322583     41.5658755976     -0.1395738321      0.8547949936      0.0298177983      0.0062443319      0.1054694647      0.0036734116      0.0769338971      0.0001768319     -4.5895772153     -8.7089868018    925.2396511081    923.9463610173
       1777905.5647  1.92298261951529  1.2939383229e+13  2.1298227995e+32  1.0058982879e+01      3.6417673448 -1.7678020067e+05      0.8323998609      4.2845788035     44.8735053214    -10.9502996103    -50.2459360375     40.2797475939     -0.3091789241      0.8555671595      0.0291780633      0.0062781934      0.1055515532      0.0034250306      0.0763532717      0.0001363616     -4.2745312445     -8.0851485754    926.2917461307    924.9984560399
       1785965.5907  1.92499524197173  1.1950374827e+13  1.9213000562e+32  9.8019821020e+00      3.6771883532 -5.9907809518e+05      0.8332144921      4.0908013500     43.6120557534    -10.9645274619    -49.1924917745     39.0454372823     -0.4758171210      0.8560971314      0.0286843247      0.0063462507      0.1055815135      0.0032907797      0.0759415597      0.0001032281     -3.9755263170     -7.4957965055    927.2812723011    925.9879822103
       1793906.2484  1.92684219387213  1.1029129974e+13  1.7339438581e+32  9.5596243784e+00      3.7153419209 -8.0261233796e+05      0.8340103918      3.9085036237     42.3776847007    -10.9988701313    -48.1747611175     37.8320872827     -0.6370937943      0.8565055547      0.0283261450      0.0064205675      0.1056240174      0.0031237155      0.0756668785      0.0000789446     -3.6932555050     -6.9418790494    928.2077357029    926.9144456121
       1801703.0990  1.92853081949843  1.0176439307e+13  1.5658533576e+32  9.3310143234e+00      3.7556031067 -7.6435522191e+05      0.8347847310      3.7348290012     41.1629016515    -11.0291758041    -47.1639583636     36.6386461978     -0.7894264525      0.8568801855      0.0280868140      0.0064802283      0.1056515445      0.0029012278      0.0754901325      0.0000623707     -3.4290293843     -6.4256680146    929.0682406966    927.7749506058
       1809332.2305  1.93006890363794  9.3967649235e+12  1.4155087563e+32  9.1158450904e+00      3.7964449053 -5.5053975799e+05      0.8355352507      3.5641191259     39.9925653352    -11.0488837930    -46.1840399115     35.4941952357     -0.9342509736      0.8574568563      0.0279047578      0.0065023545      0.1054888043      0.0026472271      0.0752735168      0.0000488287     -3.1852509217     -5.9519299692    929.8559045751    928.5626144843
       1816759.9273  1.93146433641909  8.6865230107e+12  1.2828266591e+32  8.9121421119e+00      3.8378882949  7.9297709831e+04      0.8362598993      3.4008913893     38.8975414453    -11.1295813320    -45.3329412972     34.4379777069     -1.0586723491      0.8578088083      0.0278141723      0.0065861545      0.1052570807      0.0025337842      0.0751751928      0.0000378295     -2.9599126523     -5.5160610292    930.5785481569    929.2852580661
       1823916.6327  1.93271850564309  8.0452668967e+12  1.1652371292e+32  8.7219804656e+00      3.8790524670  3.5390749207e+05      0.8369533495      3.2431130394     37.8576148520    -11.1980025689    -44.5192142907     33.4507673191     -1.1637344935      0.8583600521      0.0277753238      0.0066329521      0.1048486318      0.0023830402      0.0750309491      0.0000288587     -2.7571170233     -5.1260050124    931.2238202834    929.9305301927
       1830793.3083  1.93384425658376  7.4650975931e+12  1.0613284105e+32  8.5447149860e+00      3.9203884989  2.3735491887e+05      0.8376157955      3.1017956672     36.8666234936    -11.2576617234    -43.7291994591     32.5098638395     -1.2549639870      0.8589070863      0.0278139186      0.0066593141      0.1044105400      0.0022091409      0.0749414562      0.0000223852     -2.5724198467     -4.7718971357    931.8082710131    930.5149809223
       1837398.9745  1.93485594947215  6.9392022440e+12  9.6938308809e+31  8.3775546587e+00      3.9617197150 -3.0846054881e+05      0.8382485919      2.9758493000     35.9110338795    -11.3051723604    -42.9470668491     31.6056838402     -1.3295007393      0.8593391279      0.0279322520      0.0066768023      0.1040254209      0.0020263968      0.0749528080      0.0000181649     -2.4030744053     -4.4480140480    932.3417399692    931.0484498784
       1843757.4507  1.93576846732391  6.4643536521e+12  8.8812619208e+31  8.2201553694e+00      4.0022999240 -9.8048266133e+05      0.8388535161      2.8572108318     35.0214326242    -11.3755940877    -42.2465257893     30.7785111843     -1.3857106081      0.8597129032      0.0280877519      0.0067272351      0.1035630654      0.0019090444      0.0749943768      0.0000147381     -2.2481773464     -4.1527658421    932.8272377871    931.5339476963
       1849880.5046  1.93659352460776  6.0349296621e+12  8.1603751218e+31  8.0725277865e+00      4.0421592084 -1.2812439851e+06      0.8394312973      2.7431922694     34.1867485491    -11.4567452965    -41.6070114855     30.0150030420     -1.4285532378      0.8600976640      0.0282700800      0.0067879797      0.1030370505      0.0018072258      0.0750405187      0.0000119112     -2.1065033581     -3.8835856073    933.2691653882    931.9758752974
       1855931.4196  1.93735922630114  5.6365421700e+12  7.5015367849e+31  7.9300325416e+00      4.0822196511 -1.2356678167e+06      0.8399975661      2.6340489997     33.3762134921    -11.5282400822    -40.9771144838     29.2805620449     -1.4616024475      0.8605687020      0.0284963100      0.0068227353      0.1024107509      0.0017015019      0.0750772170      0.0000094967     -1.9768913389     -3.6384096066    933.6711250348    932.3778349440
       1861970.9189  1.93807797730516  5.2625420095e+12  6.8921972257e+31  7.7920854723e+00      4.1229451860 -7.9572325334e+05      0.8405582081      2.5225542203     32.5793285613    -11.5922759905    -40.3557602406     28.5675766516     -1.4891976893      0.8612131408      0.0287376675      0.0068215989      0.1016551052      0.0015724877      0.0750578230      0.0000074147     -1.8538646515     -3.4062220516    934.0513769995    932.7580869087
       1867835.2857  1.93873438789744  4.9202284974e+12  6.3441709121e+31  7.6610371989e+00      4.1633741061 -2.2294189597e+05      0.8410986147      2.4193341064     31.8126604056    -11.6461301456    -39.7461663540     27.8916209044     -1.5017053947      0.8618793692      0.0290108840      0.0067969138      0.1008772939      0.0014355391      0.0750524943      0.0000057391     -1.7399023174     -3.1915178884    934.4025302826    933.1092401918
       1873545.5401  1.93933572902128  4.6044539961e+12  5.8516610882e+31  7.5358850822e+00      4.2042884695  2.0003408370e+05      0.8416218541      2.3201455978     31.0680331498    -11.7133909806    -39.1679884418     27.2446443992     -1.5032431528      0.8623297681      0.0293633282      0.0068084005      0.1001632254      0.0013352778      0.0751782886      0.0000047935     -1.6339946938     -2.9923304630    934.7277269005    933.4344368097
       1879117.1491  1.93988857872997  4.3133329234e+12  5.4069371956e+31  7.4165194581e+00      4.2452875385  3.9776858836e+05      0.8421298906      2.2235535061     30.3630880991    -11.8041774238    -38.6504219260     26.6456701363     -1.4938644567      0.8626737017      0.0297651064      0.0068677465      0.0994135691      0.0012798763      0.0753619035      0.0000040011     -1.5370689713     -2.8105124411    935.0241720931    933.7308820023
       1884627.1593  1.94040345795166  4.0414893590e+12  4.9969651396e+31  7.3005585623e+00      4.2864158966  4.3231249086e+05      0.8426299293      2.1317478573     29.6752828212    -11.8857618761    -38.1360067491     26.0721332272     -1.4714017367      0.8630951523      0.0301806204      0.0069013755      0.0986191005      0.0012037512      0.0755263366      0.0000033153     -1.4453393235     -2.6387319602    935.3040202188    934.0107301280
       1890125.4546  1.94088779144218  3.7849037081e+12  4.6154583934e+31  7.1878933181e+00      4.3283736082  2.5763095680e+05      0.8431265395      2.0380070825     28.9953789690    -11.9626149514    -37.6266967472     25.5133173896     -1.4440544969      0.8636432104      0.0306177496      0.0068988083      0.0977289530      0.0011112787      0.0756569561      0.0000027182     -1.3577707509     -2.4750289826    935.5704693405    934.2771792497
       1895471.5054  1.94133176889391  3.5492310266e+12  4.2697747218e+31  7.0801632830e+00      4.3699357332 -1.3082679275e+05      0.8436069306      1.9503357478     28.3442384287    -12.0306602246    -37.1312728148     24.9908916933     -1.4030109876      0.8642251685      0.0310878921      0.0068700218      0.0967901631      0.0010267546      0.0757885114      0.0000022081     -1.2784487055     -2.3272418543    935.8107641645    934.5174740737
       1900800.5810  1.94174865594489  3.3276953986e+12  3.9485503431e+31  6.9750220778e+00      4.4118211401 -5.6543224821e+05      0.8440831548      1.8628647943     27.7060551472    -12.0908488939    -36.6407491560     24.4919531377     -1.3512372153      0.8649437137      0.0315681186      0.0068047701      0.0957470251      0.0009363725      0.0758707371      0.0000017616     -1.2033185385     -2.1875201121    936.0378403952    934.7445503044
       1906161.6472  1.94214420433551  3.1169059197e+12  3.6491888648e+31  6.8721037255e+00      4.4551020071 -8.4900909761e+05      0.8445590800      1.7738118034     27.0761364106    -12.1677639110    -36.1767984275     24.0080290028     -1.2942956045      0.8656040647      0.0320985998      0.0067736830      0.0946582225      0.0008654299      0.0760038774      0.0000013659     -1.1307772306     -2.0527241579    936.2566760647    934.9633859739
       1911398.6252  1.94250833614633  2.9221658721e+12  3.3793069550e+31  6.7741232574e+00      4.4988043291 -9.4240042163e+05      0.8450206203      1.6876805134     26.4715491474    -12.2653024701    -35.7558810134     23.5553003082     -1.2285683258      0.8660371315      0.0326967705      0.0068068582      0.0936376607      0.0008215791      0.0762617339      0.0000011317     -1.0637080770     -1.9281972700    936.4585138998    935.1652238090
       1916590.4200  1.94284844296764  2.7395950677e+12  3.1307260535e+31  6.6792990317e+00      4.5433961106 -8.4241865204e+05      0.8454750736      1.6043997431     25.8745525263    -12.3596854653    -35.3365481578     23.1060413802     -1.1641114030      0.8664141646      0.0333600101      0.0068196597      0.0926333008      0.0007728648      0.0765825987      0.0000009628     -1.0010582508     -1.8120393007    936.6466260632    935.3533359724
       1921725.7166  1.94316577693390  2.5692694315e+12  2.9015782787e+31  6.5881774349e+00      4.5882407592 -5.3986768175e+05      0.8459216218      1.5220491350     25.2937652140    -12.4493994549    -34.9278254431     22.6770267541     -1.0946893249      0.8669052862      0.0340371490      0.0067911559      0.0915526553      0.0007137536      0.0768663723      0.0000008167     -0.9418697062     -1.7024579438    936.8240009525    935.5307108617
       1926799.4022  1.94346124907768  2.4102353013e+12  2.6906489948e+31  6.5003264361e+00      4.6335030632 -1.8073978313e+05      0.8463602319      1.4411500004     24.7249560274    -12.5346971452    -34.5252130814     22.2627241330     -1.0210818940      0.8674364968      0.0347502240      0.0067286643      0.0904334563      0.0006511586      0.0771560118      0.0000006891     -0.8862153202     -1.5995478547    936.9904993120    935.6972092213
       1931857.6909  1.94373910622102  2.2605560860e+12  2.4943990831e+31  6.4147469729e+00      4.6794338086  9.9649868450e+04      0.8467953310      1.3612075439     24.1695230557    -12.6160965406    -34.1311219617     21.8675809382     -0.9407345737      0.8680378141      0.0355018665      0.0066349846      0.0892310615      0.0005942734      0.0774332616      0.0000005767     -0.8346810878     -1.5043846696    937.1442224393    935.8509323485
       1936787.9204  1.94399465299182  2.1225212430e+12  2.3158542256e+31  6.3332149978e+00      4.7251180649  3.0274384243e+05      0.8472172764      1.2839012399     23.6327908702    -12.6919567904    -33.7475563300     21.4922223332     -0.8566672972      0.8686827936      0.0362739920      0.0065087906      0.0879990053      0.0005354185      0.0777046506      0.0000004790     -0.7864594433     -1.4154384443    937.2877789087    935.9944888180
       1941704.4887  1.94423488673318  1.9925883994e+12  2.1506130004e+31  6.2536391258e+00      4.7712859671  4.3593577078e+05      0.8476360291      1.2080389367     23.1168686139    -12.7887432345    -33.4042828209     21.1394861146     -0.7693435626      0.8692180574      0.0370677346      0.0064691246      0.0867474797      0.0004976036      0.0780254495      0.0000003924     -0.7402532688     -1.3304428599    937.4249636569    936.1316735661
       1946691.7741  1.94446479375875  1.8680274913e+12  1.9947213026e+31  6.1749680980e+00      4.8192238290  5.5875995401e+05      0.8480586630      1.1318508190     22.6069758716    -12.8971969767    -33.0790319385     20.8001700284     -0.6749550242      0.8696736055      0.0379295862      0.0064580506      0.0854681661      0.0004705917      0.0784104870      0.0000003140     -0.6967991409     -1.2506633474    937.5537856242    936.2604955334
       1951580.4489  1.94467732379196  1.7525831408e+12  1.8520730178e+31  6.1001974612e+00      4.8672807600  6.7545808407e+05      0.8484707024      1.0577606137     22.1140376651    -13.0028914103    -32.7658783709     20.4808671399     -0.5754099115      0.8701936323      0.0388131365      0.0064041429      0.0841524818      0.0004366065      0.0787812693      0.0000002452     -0.6560695342     -1.1758736128    937.6743779324    936.3810878417
       1956458.2413  1.94487701565761  1.6433509548e+12  1.7198700078e+31  6.0270104612e+00      4.9169072493  7.3943041044e+05      0.8488798179      0.9860672593     21.6149678288    -13.1073884027    -32.4429988814     20.1553118679     -0.4735887016      0.8705656048      0.0398035116      0.0063277076      0.0829042584      0.0003989176      0.0792822117      0.0000002140     -0.6170079458     -1.1040275501    937.7900445583    936.4967544675
       1961385.3220  1.94506713119328  1.5392867635e+12  1.5953541013e+31  5.9548766407e+00      4.9680003386  7.2681221019e+05      0.8492910801      0.9148716308     21.1201240222    -13.2107657945    -32.1227280952     19.8359734261     -0.3692789654      0.8709723019      0.0408554658      0.0062186724      0.0815907097      0.0003628502      0.0798004966      0.0000001860     -0.5801230207     -1.0363473058    937.8989687149    936.6056786241
       1966214.9677  1.94524266743640  1.4429772548e+12  1.4815683147e+31  5.8859365831e+00      5.0191529346  6.3832664232e+05      0.8496921620      0.8457563446     20.6434789264    -13.3107089048    -31.8151413958     19.5329558354     -0.2647667463      0.8713810368      0.0419502985      0.0060853877      0.0802550438      0.0003282332      0.0803401145      0.0000001615     -0.5459481325     -0.9737196219    937.9996464149    936.7063563241
       1971023.2990  1.94540717819290  1.3526092702e+12  1.3759997466e+31  5.8189114811e+00      5.0708737110  5.1215678929e+05      0.8500894373      0.7779589628     20.1770339021    -13.4072614220    -31.5130462705     19.2478407419     -0.1512341974      0.8718415025      0.0430871509      0.0059172630      0.0788613288      0.0002927548      0.0808820359      0.0000001398     -0.5134583847     -0.9142275993    938.0951812681    936.8018911773
       1975807.0592  1.94556145561085  1.2678268797e+12  1.2780988989e+31  5.7540341416e+00      5.1233335929  4.4796924443e+05      0.8504824574      0.7110561118     19.7198477514    -13.5019220554    -31.2174236042     18.9758147426     -0.0329768970      0.8723343789      0.0442738803      0.0057178695      0.0774148557      0.0002590156      0.0814359004      0.0000001204     -0.4828930495     -0.8582936218    938.1849735161    936.8916834253
       1980498.7012  1.94570398596432  1.1895672740e+12  1.1893693003e+31  5.6920094607e+00      5.1754927764  4.4619552860e+05      0.8508656481      0.6464292992     19.2942031474    -13.6244197087    -30.9789034661     18.7268072198      0.0790333716      0.8725157543      0.0454687507      0.0057013995      0.0760676578      0.0002464377      0.0821090835      0.0000001033     -0.4548934822     -0.8071858988    938.2671761368    936.9738860460
       1985187.5150  1.94583821827465  1.1157828215e+12  1.1066598348e+31  5.6318484093e+00      5.2286318268  5.3824982924e+05      0.8512464646      0.5825733725     18.8740426812    -13.7464484880    -30.7446277060     18.4775628186      0.1860935098      0.8727330052      0.0467142782      0.0056399201      0.0746835749      0.0002292215      0.0827963193      0.0000000877     -0.4281138992     -0.7583656888    938.3456248896    937.0523347988
       1989818.2053  1.94596325253248  1.0470643192e+12  1.0303863872e+31  5.5740862171e+00      5.2819961817  6.8848466816e+05      0.8516205081      0.5208349199     18.4658339860    -13.8659387455    -30.5176477208     18.2414362108      0.2964371448      0.8730035997      0.0479893388      0.0055331052      0.0732647647      0.0002091916      0.0834760938      0.0000000737     -0.4028401401     -0.7123659302    938.4194749952    937.1261849044
       1994403.4126  1.94607991072279  9.8287594111e+11  9.5992873877e+30  5.5183711318e+00      5.3358660474  8.0042770501e+05      0.8519891271      0.4607760169     18.0697622873    -13.9840450856    -30.2997412653     18.0194711074      0.4104848369      0.8732181353      0.0493124049      0.0054142424      0.0718629754      0.0001922420      0.0841987197      0.0000000610     -0.3797558322     -0.6703077316    938.4868819097    937.1935918189
       1998998.6119  1.94619017400993  9.2219327325e+11  8.9388466134e+30  5.4639270353e+00      5.3906387464  8.4015043528e+05      0.8523569817      0.4019277590     17.6799019443    -14.1009291045    -30.0856131989     17.8086980004      0.5307238151      0.8734939440      0.0506763484      0.0052544252      0.0704018387      0.0001734438      0.0849170202      0.0000000493     -0.3576239252     -0.6300498794    938.5514155764    937.2581254856
       2003489.1259  1.94629181797485  8.6600786932e+11  8.3371196288e+30  5.4120346810e+00      5.4457594425  7.8539177458e+05      0.8527149205      0.3463869062     17.2977692970    -14.2160794468    -29.8741717468     17.5838449760      0.6324625852      0.8736795499      0.0521204007      0.0050691166      0.0689764114      0.0001545214      0.0857196900      0.0000000415     -0.3368460645     -0.5922574707    938.6119692867    937.3186791959
       2007959.9937  1.94638718251671  8.1319024054e+11  7.7779517841e+30  5.3613771880e+00      5.5017128293  5.7639516193e+05      0.8530698950      0.2925718816     16.9224378600    -14.3296813278    -29.6662572154     17.3671114718      0.7372454933      0.8737740549      0.0536322896      0.0048808537      0.0675741805      0.0001386213      0.0865935050      0.0000000374     -0.3176038709     -0.5572922778    938.6680107857    937.3747206949
       2012479.2744  1.94647810591189  7.6275884993e+11  7.2504801172e+30  5.3115419477e+00      5.5595427869  3.2644289579e+05      0.8534270598      0.2391837848     16.5460884366    -14.4448736237    -29.4584881847     17.1635811949      0.8566765431      0.8738269410      0.0552433601      0.0046687714      0.0661380248      0.0001229026      0.0875401726      0.0000000336     -0.2990870580     -0.5236580110    938.7218542852    937.4285641944
       2016899.7916  1.94656198667820  7.1635574181e+11  6.7681418572e+30  5.2641141146e+00      5.6166717673  1.1680273256e+05      0.8537744927      0.1880487347     16.1866391593    -14.5559573687    -29.2612577026     16.9780795378      0.9794891132      0.8739479670      0.0568484412      0.0044319162      0.0646640676      0.0001076080      0.0884494142      0.0000000303     -0.2818104977     -0.4923116004    938.7719882885    937.4786981977
       2021308.5231  1.94664081705750  6.7274589118e+11  6.3218689606e+30  5.2179887252e+00      5.6745966415 -7.3604486937e+02      0.8541191803      0.1387971074     15.8389751461    -14.6828358117    -29.0897237597     16.8081770349      1.1079989961      0.8737981263      0.0585054298      0.0043115732      0.0632858699      0.0000990008      0.0894968382      0.0000000273     -0.2656187236     -0.4630156641    938.8187950393    937.5255049485
       2025762.6383  1.94671595769918  6.3127445922e+11  5.9015821599e+30  5.1728759523e+00      5.7338529880 -4.2896851098e+04      0.8544655808      0.0895366331     15.5011471609    -14.8206734823    -28.9389939193     16.6420344091      1.2304238813      0.8735442328      0.0602227022      0.0042304723      0.0619102438      0.0000923490      0.0906188161      0.0000000246     -0.2501764117     -0.4351764543    938.8633708529    937.5700807621
       2030106.9014  1.94678509504166  5.9308931541e+11  5.5187276995e+30  5.1301517713e+00      5.7928437929 -1.0689280345e+04      0.8548015781      0.0430100898     15.1767529321    -14.9560639581    -28.7965167097     16.4658964798      1.3321536375      0.8732573180      0.0619935847      0.0041173580      0.0605470626      0.0000846767      0.0917842361      0.0000000220     -0.2357809739     -0.4091841523    938.9049842730    937.6116941822
       2034437.0670  1.94685005262026  5.5726281843e+11  5.1621611819e+30  5.0888324979e+00      5.8524452855  1.1570078694e+05      0.8551348143     -0.0020998039     14.8603777454    -15.0910735693    -28.6602610278     16.2934348139      1.4309572646      0.8729487498      0.0638088845      0.0039841341      0.0591809940      0.0000772376      0.0929789861      0.0000000196     -0.2223437437     -0.3848806331    938.9438565660    937.6505664752
       2038829.8405  1.94691223428684  5.2303349949e+11  4.8239756616e+30  5.0481710962e+00      5.9138132856  3.1103190494e+05      0.8554712269     -0.0467035901     14.5461567134    -15.2285726330    -28.5281428457     16.1223504892      1.5294901857      0.8725997790      0.0657021995      0.0038339067      0.0577940498      0.0000700650      0.0942306811      0.0000000174     -0.2095480427     -0.3618349914    938.9807633642    937.6874732734
       2043135.5988  1.94696974032675  4.9138404026e+11  4.5141517532e+30  5.0094564316e+00      5.9750970567  5.0699509595e+05      0.8557993985     -0.0891539921     14.2413668192    -15.3640404151    -28.4012711356     15.9572650363      1.6267442251      0.8722327169      0.0676371599      0.0036585323      0.0564089915      0.0000625995      0.0955110886      0.0000000153     -0.1975268896     -0.3402122645    939.0153417612    937.7220516704
       2047431.0157  1.94702381290239  4.6170547907e+11  4.2246383790e+30  4.9717633997e+00      6.0366627468  6.5208559460e+05      0.8561254751     -0.1296634104     13.9458910602    -15.4977670733    -28.2800314531     15.8015321165      1.7259776459      0.8718796488      0.0695896890      0.0034698331      0.0550052247      0.0000556043      0.0967900201      0.0000000134     -0.1862197741     -0.3199106471    939.0477553026    937.7544652118
       2051774.9328  1.94707541602978  4.3336937956e+11  3.9512889584e+30  4.9346499326e+00      6.1002960719  7.3866228442e+05      0.8564539122     -0.1691608188     13.6498324505    -15.6344386422    -28.1601418207     15.6454536876      1.8264604183      0.8713853318      0.0716577396      0.0032835382      0.0536238760      0.0000495145      0.0981915920      0.0000000116     -0.1755435198     -0.3007729308    939.0783965330    937.7851064423
       2056016.6885  1.94712296357181  4.0734750674e+11  3.7011072574e+30  4.8993678436e+00      6.1629454400  7.6120300252e+05      0.8567732171     -0.2063158779     13.3678162898    -15.7670564877    -28.0478985646     15.4977507990      1.9236186313      0.8709388041      0.0737041969      0.0030822181      0.0522312818      0.0000434991      0.0995560623      0.0000000099     -0.1655832701     -0.2829528796    939.1069362417    937.8136461509
       2060245.4018  1.94716765786586  3.8290293446e+11  3.4680188395e+30  4.8648812680e+00      6.2262616757  7.3733233097e+05      0.8570902521     -0.2409505434     13.0937595845    -15.8986543490    -27.9400743861     15.3381606432      2.0034505154      0.8703913358      0.0758413072      0.0028823761      0.0508468590      0.0000381219      0.1010134840      0.0000000082     -0.1561747553     -0.2660738236    939.1338955985    937.8406055077
       2064528.9021  1.94721038852061  3.5947552852e+11  3.2647589059e+30  4.8315565230e+00      6.2922825413  6.8117336687e+05      0.8574099899     -0.2767449209     12.8186751591    -16.0378955315    -27.8400255208     15.1861598976      2.0907398176      0.8664505414      0.0749281333      0.0026950582      0.0494839399      0.0064423272      0.1026366360      0.0000000072     -0.1472576359     -0.2501667736    939.1593141142    937.8660240234
       2068719.9458  1.94724984240797  3.3790871679e+11  3.0613099519e+30  4.7991454281e+00      6.3576828949  6.3474734375e+05      0.8577213012     -0.3082744934     12.5524108225    -16.1708718594    -27.7382670845     15.0498573822      2.1891720663      0.8658526881      0.0774653684      0.0025058436      0.0481567940      0.0060193059      0.1043087871      0.0000000067     -0.1389405006     -0.2352810100    939.1830643211    937.8897742303
