# Hydro quantities of SFHo-s18.6-MUONS at time t_pb= 0.99948092s
shock radius= 8351.4848 km, gain radius= 21.339098 km
# cols=25 rows=1044 format=(x,f18.4,f18.14,3e18.10,f18.10,e18.10,18f18.10)
#            radius   mass coordinate           density   internal energy       temperature           entropy   radial velocity       grav. lapse             mu_nu              mu_e              mu_n              mu_p             mu_mu           mu_numu               X_n               X_p           X_alpha           X_Light           X_Heavy               Y_e              Y_mu               U_n               U_p              m*_n              m*_p
#              [cm]           [m_sol]          [g/cm^3]        [erg/cm^3]             [MeV]             [k_b]            [cm/s]               [1]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]             [MeV]             [MeV]             [MeV]             [MeV]
       2624751.0190  1.55407637274668  1.3761657055e+09  3.5381534264e+28  2.9571604609e+00     21.1125270863  4.3753378443e+07      0.9123251173     -0.5445598737      1.0314804929    -25.5129171964    -25.7956674722    -24.9631573211    -26.5391976877      0.5233727326      0.4750593641      0.0000006540      0.0015672492      0.0000000000      0.4758431001     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2632666.6177  1.55407683935834  1.3248538203e+09  3.4475262426e+28  2.9413930072e+00     21.3569542223  4.4133897671e+07      0.9126016340     -0.5435375308      1.0082683535    -25.4757951793    -25.7343109727    -25.3238003610    -26.8756062453      0.5214689753      0.4770023295      0.0000006262      0.0015280690      0.0000000000      0.4777664746     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2640767.9489  1.55407730181678  1.2749035800e+09  3.3566262753e+28  2.9248779102e+00     21.6032236396  4.2542790497e+07      0.9128887803     -0.5427203466      0.9855051252    -25.4309419549    -25.6658773359    -25.7189735122    -27.2471989840      0.5196055267      0.4789070052      0.0000005887      0.0014868794      0.0000000000      0.4796505506     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2649060.5028  1.55407776008416  1.2263188760e+09  3.2655588884e+28  2.9078719037e+00     21.8518022000  3.9516303005e+07      0.9131832639     -0.5421626768      0.9631743215    -25.3808687684    -25.5929156758    -26.1430192544    -27.6483562527      0.5177804963      0.4807697930      0.0000005593      0.0014491513      0.0000000000      0.4814944715     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2657546.0855  1.55407821406160  1.1798231058e+09  3.1771234820e+28  2.8910229595e+00     22.1024910039  3.7194799008e+07      0.9134804497     -0.5417513885      0.9414550179    -25.3303360109    -25.5202523265    -26.5777546711    -28.0609610775      0.5159970842      0.4825899917      0.0000005306      0.0014123935      0.0000000000      0.4832962880     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2666228.9841  1.55407866395439  1.1354812782e+09  3.0918572865e+28  2.8742994066e+00     22.3547146860  3.6274831408e+07      0.9137781234     -0.5414226520      0.9203860546    -25.2786402034    -25.4471588192    -26.9374738898    -28.3992825964      0.5142541937      0.4843682572      0.0000005236      0.0013770255      0.0000000000      0.4850568755     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2675127.4440  1.55407911065154  1.0929885474e+09  3.0090060802e+28  2.8576016038e+00     22.6089396685  3.6099394014e+07      0.9140780771     -0.5412075312      0.8998801943    -25.2253177056    -25.3731153403    -27.2764831252    -28.7175708507      0.5125470598      0.4861067024      0.0000005273      0.0013457104      0.0000000000      0.4867796726     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2684256.5421  1.55407955474293  1.0520018837e+09  2.9275398500e+28  2.8408130952e+00     22.8656708208  3.6039283534e+07      0.9143841191     -0.5411788256      0.8798386049    -25.1698718738    -25.2975992135    -27.6286321581    -29.0496495886      0.5108765594      0.4878081496      0.0000005254      0.0013147655      0.0000000000      0.4884656538     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2693605.8174  1.55407999543875  1.0121569764e+09  2.8460950188e+28  2.8235220500e+00     23.1241249679  3.4138083283e+07      0.9146997869     -0.5414093343      0.8601962129    -25.1088674228    -25.2171828792    -28.0050588691    -29.4066644163      0.5092464998      0.4894710744      0.0000005109      0.0012819149      0.0000000000      0.4901121541     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2703189.5756  1.55408043299120  9.7322017818e+08  2.7639684393e+28  2.8054189671e+00     23.3839998527  2.9816100311e+07      0.9150250289     -0.5419239328      0.8408946517    -25.0396731940    -25.1292016877    -28.4160677330    -29.7988863175      0.5076522469      0.4910953264      0.0000005006      0.0012519261      0.0000000000      0.4917214135     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2713021.2753  1.55408086773177  9.3584072175e+08  2.6839127113e+28  2.7873654450e+00     23.6459859108  2.5865522464e+07      0.9153555964     -0.5425855582      0.8220822574    -24.9692933941    -25.0406711189    -28.8402455298    -30.2049133453      0.5060934750      0.4926837017      0.0000004871      0.0012223363      0.0000000000      0.4932949938     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2723106.9357  1.55408129974061  8.9997343723e+08  2.6059163319e+28  2.7693515269e+00     23.9098037726  2.2948564024e+07      0.9156904615     -0.5433962256      0.8037584537    -24.8975640078    -24.9514285963    -29.2777385856    -30.6248932649      0.5045722247      0.4942362564      0.0000004634      0.0011910554      0.0000000000      0.4948319036     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2733462.7535  1.55408172948337  8.6525807366e+08  2.5287870801e+28  2.7508779275e+00     24.1749184166  2.0152524073e+07      0.9160335761     -0.5444017924      0.7858376057    -24.8202098182    -24.8571591255    -29.7437802296    -31.0740196277      0.5030838926      0.4957527766      0.0000004463      0.0011628845      0.0000000000      0.4963343360     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2744101.5556  1.55408215708020  8.3139686468e+08  2.4514640347e+28  2.7318459386e+00     24.4419325960  1.6077166761e+07      0.9163875440     -0.5457059146      0.7682204369    -24.7370115373    -24.7576477980    -30.2434223870    -31.5573487384      0.5016305998      0.4972344426      0.0000004269      0.0011345306      0.0000000000      0.4978018214     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2755031.9245  1.55408258246542  7.9857639907e+08  2.3748125896e+28  2.7122675364e+00     24.7100726873  1.1301590051e+07      0.9167494021     -0.5472503776      0.7509738164    -24.6473953270    -24.6523294302    -30.6977941303    -31.9960183243      0.5002124362      0.4986800294      0.0000004279      0.0011071065      0.0000000000      0.4992337016     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2766267.5017  1.55408300588104  7.6716484835e+08  2.3005653549e+28  2.6925725803e+00     24.9791420520  8.0797802517e+06      0.9171124246     -0.5489000733      0.7342054567    -24.5545231783    -24.5443386175    -31.1267290927    -32.4098346227      0.4988250213      0.5000900520      0.0000004453      0.0010844814      0.0000000000      0.5006324237     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2777832.3768  1.55408342816930  7.3747988912e+08  2.2303172786e+28  2.6735686066e+00     25.2505180123  7.3904597028e+06      0.9174731539     -0.5505432280      0.7179847993    -24.4656100617    -24.4408479982    -31.5517241076    -32.8202521349      0.4974686097      0.5014701079      0.0000004495      0.0010608329      0.0000000000      0.5020006613     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2789725.8522  1.55408384924253  7.0909639831e+08  2.1624666177e+28  2.6548216894e+00     25.5240327420  9.1727651369e+06      0.9178322591     -0.5522923831      0.7021987833    -24.3773157487    -24.3385168243    -31.9842748037    -33.2387659701      0.4961446644      0.5028194733      0.0000004396      0.0010354228      0.0000000000      0.5033373212     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2801959.0538  1.55408426937411  6.8209294097e+08  2.0975298855e+28  2.6363610529e+00     25.7990768621  1.1742300357e+07      0.9181949297     -0.5540861693      0.6868882239    -24.2894683801    -24.2371526825    -32.4242065716    -33.6651809647      0.4948495958      0.5041361359      0.0000004370      0.0010138313      0.0000000000      0.5046431902     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2814560.9902  1.55408468920080  6.5552658198e+08  2.0317295100e+28  2.6171229709e+00     26.0764476673  1.3083335745e+07      0.9185690301     -0.5562263582      0.6717465960    -24.1941520656    -24.1288349289    -32.8994923113    -34.1274652654      0.4935841939      0.5054246985      0.0000004261      0.0009906816      0.0000000000      0.5059201764     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2827556.4722  1.55408510895489  6.2963623399e+08  1.9661776744e+28  2.5974631041e+00     26.3563141951  1.3605548958e+07      0.9189575154     -0.5586365135      0.6568411550    -24.0942175742    -24.0164051519    -33.4022194872    -34.6176971556      0.4923480912      0.5066855035      0.0000004060      0.0009659993      0.0000000000      0.5071686346     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2840964.3975  1.55408552865918  6.0428182145e+08  1.9003736908e+28  2.5770588233e+00     26.6381314190  1.4539234057e+07      0.9193544866     -0.5613689899      0.6421315887    -23.9867268512    -23.8969373390    -33.9447754232    -35.1482760018      0.4911390350      0.5079159692      0.0000003953      0.0009446005      0.0000000000      0.5083883988     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2854791.5501  1.55408594823368  5.8042413349e+08  1.8385536192e+28  2.5574196664e+00     26.9219303025  1.8900976100e+07      0.9197493153     -0.5640508017      0.6279365467    -23.8837658820    -23.7824631397    -34.3971302116    -35.5891175600      0.4899581004      0.5091168552      0.0000004123      0.0009246321      0.0000000000      0.5095793115     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2869023.7408  1.55408636729132  5.5787410505e+08  1.7800302210e+28  2.5384117722e+00     27.2075988186  2.7511509356e+07      0.9201413446     -0.5667327060      0.6142080746    -23.7844091017    -23.6720597915    -34.8221858752    -36.0031266558      0.4888074210      0.5102874236      0.0000004236      0.0009047317      0.0000000000      0.5107399378     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2883633.5377  1.55408678489439  5.3608326003e+08  1.7224337018e+28  2.5191150718e+00     27.4937688081  3.3686087869e+07      0.9205417525     -0.5696220621      0.6007916371    -23.6809223406    -23.5580459490    -35.2681166667    -36.4385303659      0.4876882351      0.5114241611      0.0000004364      0.0008871675      0.0000000000      0.5118679015     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2898613.4286  1.55408720037265  5.1459393139e+08  1.6638322408e+28  2.4988583278e+00     27.7804034661  3.6029158608e+07      0.9209579763     -0.5729250790      0.5875251271    -23.5680394161    -23.4351995314    -35.7536441154    -36.9140943215      0.4866037924      0.5125279957      0.0000004361      0.0008677757      0.0000000000      0.5129620425     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2913973.4144  1.55408761352367  4.9373803649e+08  1.6057248108e+28  2.4781996606e+00     28.0670197373  3.6495443317e+07      0.9213868397     -0.5765064160      0.5745286756    -23.4502262856    -23.3079712865    -36.2664779290    -37.4175130206      0.4855544362      0.5135967243      0.0000004294      0.0008484101      0.0000000000      0.5140210875     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2929736.6507  1.55408802467530  4.7367187141e+08  1.5490009373e+28  2.4573706298e+00     28.3536450260  3.8480386803e+07      0.9218248049     -0.5802773906      0.5618512276    -23.3291363229    -23.1779748503    -36.8020794729    -37.9442080911      0.4845372246      0.5146318122      0.0000004243      0.0008305389      0.0000000000      0.5150472394     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2945930.3306  1.55408843423495  4.5420727147e+08  1.4929314376e+28  2.4361413765e+00     28.6404053853  4.0731297956e+07      0.9222757288     -0.5843051787      0.5494229615    -23.2030774486    -23.0435154980    -37.3681673560    -38.5018954962      0.4835525023      0.5156360735      0.0000004084      0.0008110159      0.0000000000      0.5160417338     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2962565.4736  1.55408884200735  4.3514629879e+08  1.4367093219e+28  2.4140553115e+00     28.9268889175  3.8500544502e+07      0.9227487067     -0.5886859289      0.5371731570    -23.0680150560    -22.9005840512    -37.9046090908    -39.0304681767      0.4825973585      0.5166070395      0.0000004353      0.0007951667      0.0000000000      0.5170047899     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2979665.3391  1.55408924774722  4.1600703197e+08  1.3782387556e+28  2.3901332772e+00     29.2126785602  2.9477923772e+07      0.9232455186     -0.5936929404      0.5249081309    -22.9158139442    -22.7411249246    -38.4678719886    -39.5864730598      0.4816737584      0.5175454123      0.0000004729      0.0007803565      0.0000000000      0.5179357771     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2997257.5135  1.55408965149746  3.9774110591e+08  1.3219139431e+28  2.3663769409e+00     29.4981013080  2.1902110585e+07      0.9237486375     -0.5988166686      0.5129876331    -22.7632329369    -22.5817471479    -39.0474964079    -40.1593007096      0.4807824083      0.5184536314      0.0000004841      0.0007634762      0.0000000000      0.5188355632     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3015380.3428  1.55409005416466  3.8073615044e+08  1.2696975653e+28  2.3437171712e+00     29.7838600031  1.9567454533e+07      0.9242461554     -0.6038040357      0.5015627814    -22.6180598578    -22.4301365842    -39.6185934919    -40.7239603091      0.4799192153      0.5193309757      0.0000004969      0.0007493120      0.0000000000      0.5197058330     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3034053.4964  1.55409045616830  3.6439450339e+08  1.2189932802e+28  2.3209543596e+00     30.0696941003  1.8823703420e+07      0.9247459254     -0.6089419062      0.4904035584    -22.4702801245    -22.2763354983    -40.2132414685    -41.3125869330      0.4790838065      0.5201823933      0.0000004921      0.0007333081      0.0000000000      0.5205492478     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3053269.8589  1.55409085700141  3.4860617180e+08  1.1693664554e+28  2.2979813942e+00     30.3557052959  1.8414551331e+07      0.9252536462     -0.6142985880      0.4794647948    -22.3192453001    -22.1197185921    -40.8355854617    -41.9293488445      0.4782775331      0.5210048123      0.0000004799      0.0007171748      0.0000000000      0.5213635958     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3073178.7838  1.55409125930361  3.3339602022e+08  1.1211164073e+28  2.2748938573e+00     30.6429042558  1.8328921637e+07      0.9257680548     -0.6197974740      0.4687439400    -22.1657871660    -21.9610384892    -41.3985933349    -42.4871347488      0.4774913753      0.5218032067      0.0000005368      0.0007048812      0.0000000000      0.5221558721     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3094090.3263  1.55409166872489  3.1875102131e+08  1.0745699872e+28  2.2518763507e+00     30.9357537337  1.7677214844e+07      0.9262917406     -0.6254063969      0.4581737626    -22.0119690165    -21.8022590851    -41.9542764681    -43.0378566275      0.4767193587      0.5225889355      0.0000005764      0.0006911295      0.0000000000      0.5229347455     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3116101.7431  1.55409208632632  3.0444744673e+08  1.0287009445e+28  2.2284567819e+00     31.2343394110  1.7826382968e+07      0.9268300648     -0.6312365566      0.4476643672    -21.8539803171    -21.6395911501    -42.5394617254    -43.6183626492      0.4759579704      0.5233627854      0.0000006086      0.0006786356      0.0000000000      0.5237023652     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3138862.1051  1.55409250467857  2.9059473712e+08  9.8374446596e+27  2.2046349474e+00     31.5335679749  1.8723111042e+07      0.9273717745     -0.6373211634      0.4373281231    -21.6908974101    -21.4722566058    -43.1564593096    -44.2311085961      0.4752248339      0.5241097247      0.0000006185      0.0006648229      0.0000000000      0.5244424041     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3161976.5620  1.55409291663866  2.7795596842e+08  9.4296691355e+27  2.1823355861e+00     31.8279777928  2.3726584336e+07      0.9278965075     -0.6430991668      0.4276054071    -21.5384687879    -21.3158832710    -43.7527903522    -44.8234949261      0.4745285541      0.5248200510      0.0000006104      0.0006507846      0.0000000000      0.5251457085     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3185547.7676  1.55409332459932  2.6614005765e+08  9.0479965490e+27  2.1607720600e+00     32.1194900917  3.5533267034e+07      0.9284059307     -0.6488105925      0.4182968262    -21.3903544186    -21.1641717465    -44.3319083112    -45.3990157299      0.4738658427      0.5254947570      0.0000006280      0.0006387724      0.0000000000      0.5258144180     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3210021.2332  1.55409373631500  2.5486881779e+08  8.6830635434e+27  2.1393519306e+00     32.4127994721  5.1395845263e+07      0.9289132544     -0.6545356933      0.4092233177    -21.2418405910    -21.0123095112    -44.8473637733    -45.9111227843      0.4732198774      0.5261514150      0.0000007108      0.0006279968      0.0000000000      0.5264657297     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3235539.2042  1.55409415392316  2.4410194693e+08  8.3346377926e+27  2.1183034732e+00     32.7106429694  6.5164608022e+07      0.9294346320     -0.6603105864      0.4003348273    -21.0956788425    -20.8630341655    -45.3685575589    -46.4292029727      0.4725929908      0.5267884715      0.0000007698      0.0006177679      0.0000000000      0.5270977015     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3261622.5896  1.55409456888930  2.3319734202e+08  7.9694886425e+27  2.0954336263e+00     33.0053518909  6.9781097252e+07      0.9299777710     -0.6666739366      0.3913926875    -20.9322368616    -20.6970133950    -45.9561392377    -47.0142058619      0.4719930050      0.5273992096      0.0000008095      0.0006069759      0.0000000000      0.5277030638     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3287715.2771  1.55409497207126  2.2298070666e+08  7.6243368283e+27  2.0730525990e+00     33.2911784336  6.6739696926e+07      0.9305372049     -0.6730409129      0.3828743510    -20.7705875408    -20.5332127139    -46.5506226523    -47.6065379161      0.4714384025      0.5279658025      0.0000008127      0.0005949823      0.0000000000      0.5282636624     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3313769.6100  1.55409536272954  2.1274502449e+08  7.2669502232e+27  2.0490101667e+00     33.5672126778  6.4205870541e+07      0.9311099518     -0.6799478987      0.3744111506    -20.5923926404    -20.3534615989    -47.2137689822    -48.2681280315      0.4709196159      0.5284949776      0.0000008245      0.0005845821      0.0000000000      0.5287876438     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3339778.3078  1.55409574109393  2.0338495587e+08  6.9404332201e+27  2.0262131750e+00     33.8337401337  6.3007861116e+07      0.9316755311     -0.6866120122      0.3664746241    -20.4225153970    -20.1823119425    -47.7919414638    -48.8450281001      0.4704407190      0.5289826147      0.0000009549      0.0005757114      0.0000000000      0.5292709105     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3366492.5068  1.55409611842191  1.9450664196e+08  6.6300334363e+27  2.0037924670e+00     34.0980034181  7.0718856548e+07      0.9322244780     -0.6932098917      0.3587898690    -20.2545005359    -20.0132102059    -48.3554766456    -49.4074764063      0.4699791153      0.5294520064      0.0000010813      0.0005677970      0.0000000000      0.5297364078     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3394843.7648  1.55409650802812  1.8631714506e+08  6.3494773802e+27  1.9828814397e+00     34.3702324841  9.1137968232e+07      0.9327709423     -0.6995098364      0.3513819001    -20.0991348803    -19.8567365261    -48.8950421596    -49.9459338962      0.4695277645      0.5299115883      0.0000011579      0.0005594893      0.0000000000      0.5301918741     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3424945.3660  1.55409691067441  1.7805574888e+08  6.0630864280e+27  1.9607465125e+00     34.6496582297  1.1155888774e+08      0.9333393446     -0.7061909316      0.3438279291    -19.9325628020    -19.6892915719    -49.4847814180    -50.5348002787      0.4690783047      0.5303713741      0.0000011791      0.0005491422      0.0000000000      0.5306464975     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3456919.8685  1.55409732622574  1.6963077852e+08  5.7667709011e+27  1.9369819363e+00     34.9370841842  1.2528720095e+08      0.9339598384     -0.7135015124      0.3360478593    -19.7512404713    -19.5074997522    -50.1398872046    -51.1894365762      0.4686434291      0.5308154163      0.0000012083      0.0005399463      0.0000000000      0.5310859568     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3490900.0193  1.55409775394021  1.6078022361e+08  5.4478662424e+27  1.9101772583e+00     35.2307685961  1.2836834016e+08      0.9346356777     -0.7216701059      0.3278903615    -19.5421236183    -19.2983939949    -50.8337940172    -51.8833544845      0.4682093354      0.5312578131      0.0000014632      0.0005313882      0.0000000000      0.5315242013     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3527029.7754  1.55409819342957  1.5218760917e+08  5.1385126204e+27  1.8830177835e+00     35.5321321849  1.2604497084e+08      0.9353477833     -0.7301489230      0.3197439082    -19.3289026336    -19.0855053740    -51.5312064206    -52.5810992518      0.4677986568      0.5316756278      0.0000017287      0.0005239867      0.0000000000      0.5319384469     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3565465.4471  1.55409864491656  1.4372756678e+08  4.8318409459e+27  1.8548289165e+00     35.8366035698  1.2462585525e+08      0.9360810934     -0.7388672244      0.3115795021    -19.1053028872    -18.8624595229    -52.2838795532    -53.3343262797      0.4673885145      0.5320950093      0.0000018644      0.0005146118      0.0000000000      0.5323532087     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3606376.9782  1.55409910886812  1.3567105287e+08  4.5420645077e+27  1.8269547871e+00     36.1507576036  1.2257560588e+08      0.9368386350     -0.7477808996      0.3035044642    -18.8835722744    -18.6415675475    -53.0569920727    -54.1082774365      0.4670102444      0.5324828783      0.0000019254      0.0005049519      0.0000000000      0.5327362785     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3649949.3840  1.55409958539496  1.2756055289e+08  4.2461398339e+27  1.7970187212e+00     36.4650417718  1.1917576230e+08      0.9376303130     -0.7571557861      0.2953009700    -18.6418721890    -18.4010388543    -53.8325788937    -54.8850356498      0.4666266618      0.5328733064      0.0000025318      0.0004975000      0.0000000000      0.5331232823     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3696384.3681  1.55410007447442  1.1978317477e+08  3.9642868101e+27  1.7670229007e+00     36.7900828008  1.0644180837e+08      0.9384551320     -0.7668841856      0.2871258808    -18.3985571313    -18.1592771069    -54.6191412184    -55.6731512849      0.4662825080      0.5332240465      0.0000030263      0.0004904192      0.0000000000      0.5334707279     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3745902.1442  1.55410057629899  1.1212567252e+08  3.6844298142e+27  1.7355478991e+00     37.1133678071  9.3279216336e+07      0.9393042101     -0.7768412703      0.2789449601    -18.1400169705    -17.9025131100    -55.4814808718    -56.5372671021      0.4659307818      0.5335855012      0.0000032161      0.0004805009      0.0000000000      0.5338273184     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3798743.4919  1.55410109142753  1.0494678815e+08  3.4253191571e+27  1.7047444220e+00     37.4487387476  8.5371099843e+07      0.9401807121     -0.7870061751      0.2709068107    -17.8861755553    -17.6507984504    -56.3104636182    -57.3683766040      0.4656287709      0.5338932728      0.0000041348      0.0004738215      0.0000000000      0.5341322079     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3855172.0831  1.55410161991272  9.7710267311e+07  3.1593091533e+27  1.6711180965e+00     37.7730341498  6.9516611691e+07      0.9411049287     -0.7974943005      0.2627922293    -17.6040370482    -17.3710334871    -57.1960081587    -58.2562946884      0.4652934999      0.5342337414      0.0000053637      0.0004673950      0.0000000000      0.5344700754     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3915477.1160  1.55410216112506  9.0709582747e+07  2.9023663203e+27  1.6365655550e+00     38.0990084717  6.6699446644e+07      0.9420889362     -0.8083351105      0.2546915903    -17.3115356902    -17.0812723002    -58.1501198733    -59.2131465741      0.4649813928      0.5345534556      0.0000059752      0.0004591764      0.0000000000      0.5347859852     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       3979976.3080  1.55410271422254  8.3706678674e+07  2.6445390855e+27  1.5994771289e+00     38.4263394997  7.5500146901e+07      0.9431052144     -0.8199341548      0.2463828678    -16.9937626241    -16.7667895558    -59.1468497879    -60.2131668104      0.4646827911      0.5348544227      0.0000088792      0.0004539069      0.0000000000      0.5350857660     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       4049019.2997  1.55410328054944  7.7606245321e+07  2.4243837864e+27  1.5655937180e+00     38.7512035830  8.4017171585e+07      0.9441145588     -0.8306606764      0.2387192958    -16.7028884009    -16.4789782824    -60.0590736752    -61.1284536475      0.4644074251      0.5351336206      0.0000111088      0.0004478455      0.0000000000      0.5353630455     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       4122991.5362  1.55410386211750  7.1661092077e+07  2.2109892561e+27  1.5304506810e+00     39.0837073636  9.6600338204e+07      0.9451238020     -0.8418468704      0.2309696475    -16.3986647259    -16.1781911530    -61.0467191840    -62.1195357019      0.4641521547      0.5353952068      0.0000126619      0.0004399766      0.0000000000      0.5356214726     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       4202318.7027  1.55410445973892  6.6154551491e+07  2.0158683094e+27  1.4959679428e+00     39.4229985331  1.0870239698e+08      0.9461546786     -0.8529476555      0.2234438322    -16.0984189032    -15.8815203001    -61.9565406455    -63.0329321332      0.4639181307      0.5356235678      0.0000209295      0.0004373719      0.0000000000      0.5358526591     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       4287471.8039  1.55410507408597  6.0778127751e+07  1.8252409553e+27  1.4597364412e+00     39.7557260619  1.3296864432e+08      0.9471872236     -0.8645134591      0.2158858020    -15.7792456064    -15.5663547767    -62.9619800222    -64.0423792833      0.4637069667      0.5358366741      0.0000250136      0.0004313455      0.0000000000      0.5360647915     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       4378972.9941  1.55410570824759  5.6215779174e+07  1.6684335020e+27  1.4277858905e+00     40.0986702580  1.3628100219e+08      0.9482072078     -0.8749910787      0.2089777140    -15.4984911751    -15.2891698771    -63.8295895168    -64.9135583096      0.4635132571      0.5360219161      0.0000380898      0.0004267370      0.0000000000      0.5362542625     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       4477402.2863  1.55410636413190  5.1524451156e+07  1.5061391320e+27  1.3921995137e+00     40.4403032426  1.7856910526e+08      0.9492772905     -0.8865208900      0.2017312461    -15.1813386148    -14.9763006601    -64.7984641484    -65.8867162845      0.4633408697      0.5361820447      0.0000533011      0.0004237845      0.0000000000      0.5364205143     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       4583405.2889  1.55410703925040  4.6879520402e+07  1.3461611505e+27  1.3541300410e+00     40.7846084235  1.9523711546e+08      0.9504351689     -0.8987809610      0.1942941911    -14.8382850328    -14.6380700940    -65.8576643796    -66.9507395317      0.4631856333      0.5363126751      0.0000816857      0.0004200059      0.0000000000      0.5365634410     -0.0000000002      0.0000000000      0.0000000000    939.5656305188    938.2723404280
