# Hydro quantities of SFHo-s18.6-MUONS at time t_pb= 0.99948092s
shock radius= 8351.4848 km, gain radius= 21.339098 km
# cols=25 rows=1044 format=(x,f18.4,f18.14,3e18.10,f18.10,e18.10,18f18.10)
#            radius   mass coordinate           density   internal energy       temperature           entropy   radial velocity       grav. lapse             mu_nu              mu_e              mu_n              mu_p             mu_mu           mu_numu               X_n               X_p           X_alpha           X_Light           X_Heavy               Y_e              Y_mu               U_n               U_p              m*_n              m*_p
#              [cm]           [m_sol]          [g/cm^3]        [erg/cm^3]             [MeV]             [k_b]            [cm/s]               [1]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]             [MeV]             [MeV]             [MeV]             [MeV]
        197976.5859  0.01035612908395  6.2662665927e+14  4.6231867445e+34  2.1634379297e+01      1.1818539526 -7.7881314116e+02      0.7054159259    157.7464353961    262.7829387472    113.1140833138      9.3708700534     28.1761658915    -76.8603374596      0.7745208167      0.2254791833      0.0000000000      0.0000000000      0.0000000000      0.2253060850      0.0001730983    -20.9336641379    -47.0665843502    524.3943165353    523.1010264445
        203594.3125  0.01125266082248  6.2567418646e+14  4.6119648230e+34  2.1686039174e+01      1.1857395524 -1.9614707459e+03      0.7056394705    157.5814861806    262.6009896221    112.7286572122      9.0024438614     28.2444367023    -76.7750667392      0.7745503218      0.2254496782      0.0000000000      0.0000000000      0.0000000000      0.2252734583      0.0001762199    -21.0787760056    -47.2611936763    524.8261908076    523.5329007169
        209371.4453  0.01222616815072  6.2466458845e+14  4.6001853480e+34  2.1741372951e+01      1.1898917972 -3.3255225634e+03      0.7058757717    157.4065254779    262.4071476946    112.3190630913      8.6117309654     28.3166716057    -76.6839506109      0.7745790553      0.2254209447      0.0000000000      0.0000000000      0.0000000000      0.2252413009      0.0001796438    -21.2327534221    -47.4674700678    525.2847552485    523.9914651577
        215312.5078  0.01328315834543  6.2359512040e+14  4.5877792397e+34  2.1800650061e+01      1.1943260952 -4.5601774926e+03      0.7061255553    157.2209065978    262.2015014032    111.8842792130      8.1969744983     28.3939933505    -76.5866014549      0.7746088950      0.2253911050      0.0000000000      0.0000000000      0.0000000000      0.2252077016      0.0001834034    -21.3959917921    -47.6861522429    525.7714559288    524.4781658380
        221422.1484  0.01443067297218  6.2246220828e+14  4.5747147363e+34  2.1864154067e+01      1.1990609265 -5.6681012444e+03      0.7063895828    157.0239404380    261.9833211871    111.4227071562      7.7566164979     28.4767948594    -76.4825858896      0.7746399417      0.2253600583      0.0000000000      0.0000000000      0.0000000000      0.2251726104      0.0001874478    -21.5690727573    -47.9180256664    526.2880787635    524.9947886727
        227705.1562  0.01567633106807  6.2126208094e+14  4.5609575550e+34  2.1932189448e+01      1.2041168714 -6.6667344680e+03      0.7066686566    156.8148115448    261.7517738980    110.9326543197      7.2889820574     28.5655226472    -76.3714397059      0.7746723592      0.2253276408      0.0000000000      0.0000000000      0.0000000000      0.2251358296      0.0001918113    -21.7526133967    -48.1639301005    526.8365230352    525.5432329444
        234166.4531  0.01702837132341  6.1999075320e+14  4.5464714762e+34  2.2005084647e+01      1.2095166384 -7.6272564500e+03      0.7069636212    156.5926139801    261.5059421583    110.4123189067      6.7922808193     28.6606719900    -76.2526561882      0.7747063337      0.2252936663      0.0000000000      0.0000000000      0.0000000000      0.2250970715      0.0001965949    -21.9472703450    -48.4247608324    527.4188114788    526.1255213880
        240811.0938  0.01849569829487  6.1864399113e+14  4.5312197161e+34  2.2083190725e+01      1.2152828275 -8.6293371361e+03      0.7072753670    156.3564478732    261.2449137153    109.8597715466      6.2645957954     28.7627784014    -76.1256874407      0.7747420630      0.2252579370      0.0000000000      0.0000000000      0.0000000000      0.2250561908      0.0002017461    -22.1537482402    -48.7014780850    528.0371074770    526.7438173862
        247644.2734  0.02008793306310  6.1721731631e+14  4.5151634527e+34  2.2166881560e+01      1.2214411435 -9.7183670408e+03      0.7076048344    156.1053673013    260.9676919124    109.2729420994      5.7039075791     28.8723847318    -75.9899398793      0.7747796662      0.2252203338      0.0000000000      0.0000000000      0.0000000000      0.2250129630      0.0002073707    -22.3728027167    -48.9951008646    528.6937146284    527.4004245376
        254671.3438  0.02181546933349  6.1570595654e+14  4.4982629447e+34  2.2256558628e+01      1.2280180741 -1.0919340088e+04      0.7079530171    155.8384271850    260.6732660165    108.6496023983      5.1080536576     28.9900744529    -75.8447643785      0.7748192420      0.2251807580      0.0000000000      0.0000000000      0.0000000000      0.2249672840      0.0002134740    -22.6052481122    -49.3067236922    529.3911051525    528.0978150617
        261897.8125  0.02368952919501  6.1410486557e+14  4.4804766191e+34  2.2352645109e+01      1.2350421300 -1.2249467079e+04      0.7083209628    155.5546581974    260.3605691460    107.9873658114      4.4747449536     29.1164367290    -75.6894742195      0.7748608320      0.2251391680      0.0000000000      0.0000000000      0.0000000000      0.2249190514      0.0002201166    -22.8519593670    -49.6375141736    530.1319126124    528.8386225216
        269329.3438  0.02572222236560  6.1240874505e+14  4.4617595261e+34  2.2455585162e+01      1.2425429661 -1.3649548835e+04      0.7087097745    155.2529101418    260.0284153768    107.2837193694      3.8015042253     29.2521528469    -75.5233523880      0.7749046462      0.2250953538      0.0000000000      0.0000000000      0.0000000000      0.2248680018      0.0002273521    -23.1138661514    -49.9887302721    530.9189315724    529.6256414816
        276971.7500  0.02792660569673  6.1061203512e+14  4.4420641640e+34  2.2565835076e+01      1.2505511612 -1.4988515497e+04      0.7091206117    154.9319741230    259.6755576463    106.5359973209      3.0857038884     29.3979260989    -75.3456574244      0.7749509179      0.2250490821      0.0000000000      0.0000000000      0.0000000000      0.2248138454      0.0002352367    -23.3919637101    -50.3617173081    531.7551206196    530.4618305288
        284831.0156  0.03031675555767  6.0870894870e+14  4.4213378049e+34  2.2683856153e+01      1.2590974461 -1.6255172998e+04      0.7095546935    154.5903719971    259.3005900537    105.7414242412      2.3244962753     29.5546024299    -75.1556156267      0.7750001811      0.2249998189      0.0000000000      0.0000000000      0.0000000000      0.2247560035      0.0002438154    -23.6873064580    -50.7579299064    532.6435962512    531.3503061604
        292913.2969  0.03290783645748  6.0669341630e+14  4.3995258632e+34  2.2810120025e+01      1.2682142611 -1.7284280665e+04      0.7100132996    154.2266498695    258.9020689834    104.8970331182      1.5149040951     29.7230023195    -74.9524167944      0.7750528560      0.2249471440      0.0000000000      0.0000000000      0.0000000000      0.2246939378      0.0002532062    -24.0010280751    -51.1789124504    533.5876571700    532.2943670792
        301224.9219  0.03571614761588  6.0454815151e+14  4.3766825232e+34  2.2945140384e+01      1.2780630847 -1.8592266393e+04      0.7104977845    153.8383914845    258.4785713436    103.9928872839      0.6459975157     29.9050114060    -74.7351684531      0.7751050420      0.2248949580      0.0000000000      0.0000000000      0.0000000000      0.2246314051      0.0002635528    -24.3341854661    -51.6262934106    534.5978170743    533.3045269836
        309772.3906  0.03875912309660  6.0224095429e+14  4.3532986117e+34  2.3091135536e+01      1.2890427510 -1.9724374454e+04      0.7110095764    153.4234152609    258.0294113090    103.0416052356     -0.2711007217     30.1051312520    -74.5008647960      0.7751418444      0.2248581556      0.0000000000      0.0000000000      0.0000000000      0.2245820289      0.0002761267    -24.6671881941    -52.0784940542    535.6877144870    534.3944243962
        318562.3906  0.04205547606522  5.9978556516e+14  4.3298520976e+34  2.3247622546e+01      1.3009351226 -2.0606566940e+04      0.7115501612    152.9798360957    257.5553761210    102.1562135212     -1.1260364132     30.3256958949    -74.2498441303      0.7751676848      0.2248323152      0.0000000000      0.0000000000      0.0000000000      0.2245422492      0.0002900660    -24.9338273574    -52.4618936520    536.8277903698    535.5345002790
        327601.8125  0.04562536956486  5.9718270789e+14  4.3051977077e+34  2.3415523077e+01      1.3136474071 -2.0988675591e+04      0.7121211022    152.5053029483    257.0501120068    101.2133741938     -2.0381447739     30.5642249055    -73.9805841529      0.7751969785      0.2248030215      0.0000000000      0.0000000000      0.0000000000      0.2244975726      0.0003054489    -25.2176495387    -52.8702427872    538.0414450031    536.7481549124
        336897.7344  0.04949044476468  5.9442279975e+14  4.2792864178e+34  2.3596025634e+01      1.3272550737 -2.0834491620e+04      0.7127240466    151.9966757865    256.5109431237    100.2088261446     -3.0121511018     30.8230712748    -73.6911960624      0.7752306631      0.2247693369      0.0000000000      0.0000000000      0.0000000000      0.2244468505      0.0003224863    -25.5198456646    -53.3053898892    539.3341944120    538.0409043213
        346457.4375  0.05367388021565  5.9149575948e+14  4.2520672932e+34  2.3790369167e+01      1.3418367766 -2.0014133313e+04      0.7133607202    151.4507552814    255.9350982071     99.1379840144     -4.0530688204     31.1047044211    -73.3796385046      0.7752696071      0.2247303929      0.0000000000      0.0000000000      0.0000000000      0.2243889784      0.0003414145    -25.8417239907    -53.7693352152    540.7119194525    539.4186293617
        356288.4062  0.05820046972513  5.8839110395e+14  4.2234835679e+34  2.3999817185e+01      1.3574725059 -1.9033480743e+04      0.7140329457    150.8640362015    255.3195983095     97.9960004260     -5.1662715913     31.4116908836    -73.0438712245      0.7753149572      0.2246850428      0.0000000000      0.0000000000      0.0000000000      0.2243225468      0.0003624960    -26.1847092505    -54.2642657852    542.1808381711    540.8875480803
        366398.3438  0.06309670452673  5.8509759282e+14  4.1934836636e+34  2.4225724528e+01      1.3742487662 -1.7592231886e+04      0.7147426433    150.2335042341    254.6616078586     96.7774695484     -6.3573439853     31.7464356801    -72.6816679444      0.7753670262      0.2246329738      0.0000000000      0.0000000000      0.0000000000      0.2242469498      0.0003860240    -26.5503994688    -54.7925109642    543.7476923931    542.4544023023
        376795.1562  0.06839077912939  5.8159114819e+14  4.1626528921e+34  2.4469510695e+01      1.3923404136 -1.6317658049e+04      0.7154918222    149.5547388907    253.9424873265     95.4680606450     -7.6263977000     32.0971391062    -72.2906093296      0.7753927813      0.2246072187      0.0000000000      0.0000000000      0.0000000000      0.2241931757      0.0004140431    -26.9429720305    -55.3559216382    545.4246511447    544.1313610540
        387486.9844  0.07411267305736  5.7786200375e+14  4.1306345013e+34  2.4734325610e+01      1.4118903639 -1.5057293015e+04      0.7162825859    148.8238822337    253.1665789303     94.0642193540     -8.9851872518     32.4766950495    -71.8660016471      0.7754097441      0.2245902559      0.0000000000      0.0000000000      0.0000000000      0.2241438504      0.0004464055    -27.3630069500    -55.9576725261    547.2193244956    545.9260344048
        398482.2031  0.08029428010086  5.7390155329e+14  4.0971269278e+34  2.5021898122e+01      1.4329729711 -1.3932403269e+04      0.7171171226    148.0344261295    252.3340292311     92.5625377630    -10.4437752478     32.8948694351    -71.4047336665      0.7754332675      0.2245667325      0.0000000000      0.0000000000      0.0000000000      0.2240836207      0.0004831118    -27.8116569854    -56.6012712495    549.1383980337    547.8451079429
        409789.4062  0.08696906206783  5.6963342495e+14  4.0626024239e+34  2.5334041101e+01      1.4563858242 -1.2643131572e+04      0.7179977289    147.1792438623    251.4431683890     90.9160363101    -12.0545981258     33.3604663959    -70.9034581308      0.7754333955      0.2245666045      0.0000000000      0.0000000000      0.0000000000      0.2240416671      0.0005249374    -28.2885993688    -57.2872920997    551.2315500240    549.9382599332
        421417.4531  0.09417210783700  5.6506064919e+14  4.0268923154e+34  2.5676632719e+01      1.4821635905 -1.2010927312e+04      0.7189268238    146.2505552804    250.4849562703     89.1285855698    -13.8125253293     33.8809455684    -70.3534554215      0.7754220487      0.2245779513      0.0000000000      0.0000000000      0.0000000000      0.2240046943      0.0005732570    -28.7979448632    -58.0212759127    553.4972278577    552.2039377669
        433375.4688  0.10194063871650  5.6019429539e+14  3.9896898056e+34  2.6052096341e+01      1.5101976895 -1.1018531830e+04      0.7199069009    145.2388708528    249.4492495053     87.2079545264    -15.7091340353     34.4603489417    -69.7500297108      0.7754153247      0.2245846753      0.0000000000      0.0000000000      0.0000000000      0.2239513122      0.0006333631    -29.3437661863    -58.8088452435    555.9293114705    554.6360213797
        445672.8125  0.11031391276196  5.5501739321e+14  3.9509370939e+34  2.6463146677e+01      1.5406166905 -1.0208313473e+04      0.7209405142    144.1337712379    248.3283173652     85.1442505822    -17.7570054544     35.1066629297    -69.0878831976      0.7754186035      0.2245813965      0.0000000000      0.0000000000      0.0000000000      0.2238771071      0.0007042894    -29.9291656819    -59.6550150671    558.5402879372    557.2469978464
        458319.0938  0.11933304256112  5.4951312269e+14  3.9105603349e+34  2.6912167889e+01      1.5735549653 -8.7042136868e+03      0.7220302873    142.9247568920    247.1163554739     82.9377700531    -19.9605384380     35.8299205084    -68.3616780735      0.7754406798      0.2245593202      0.0000000000      0.0000000000      0.0000000000      0.2237725376      0.0007867825    -30.5509024477    -60.5579808406    561.3403830502    560.0470929594
        471324.2188  0.12904011098730  5.4357225171e+14  3.8720306980e+34  2.7397726573e+01      1.6095959449 -7.0863427246e+03      0.7231789251    141.6012984564    245.7963306628     80.8849912145    -22.0167509011     36.6239486463    -67.5710835601      0.7754152364      0.2245847636      0.0000000000      0.0000000000      0.0000000000      0.2237002380      0.0008845256    -31.0000673418    -61.2742017358    564.2937147669    563.0004246762
        484698.3750  0.13947724041509  5.3711835536e+14  3.8338228338e+34  2.7925925563e+01      1.6499039107 -6.6794632857e+03      0.7243892936    140.1478533105    244.3370552823     78.5844070088    -24.3115048723     37.4837197564    -66.7054822154      0.7752724519      0.2247275481      0.0000000000      0.0000000000      0.0000000000      0.2237224461      0.0010051021    -31.4821438678    -62.0363997563    567.5512554723    566.2579653815
        498452.0312  0.15068765085663  5.3020411847e+14  3.7942515226e+34  2.8505468652e+01      1.6941447442 -6.6226191450e+03      0.7256643695    138.5453163291    242.7522820327     76.0714310887    -26.8422445240     38.4578703853    -65.7490953183      0.7751245777      0.2248754223      0.0000000000      0.0000000000      0.0000000000      0.2237269660      0.0011484563    -32.0004699714    -62.8592463574    571.0895525861    569.7962624953
        512595.9531  0.16271651387409  5.2285454085e+14  3.7527663774e+34  2.9139792899e+01      1.7421157018 -7.2561132061e+03      0.7270071212    136.7656054536    241.0210403846     73.3616364203    -29.6005084200     39.5625349869    -64.6928999442      0.7750172748      0.2249827252      0.0000000000      0.0000000000      0.0000000000      0.2236575419      0.0013251832    -32.5615126607    -63.7542706008    574.8986312549    573.6053411641
        527141.2031  0.17561010671286  5.1504871030e+14  3.7092412463e+34  2.9833905208e+01      1.7941260148 -5.5786594529e+03      0.7284204974    134.7841064902    239.1260880482     70.4393602336    -32.6093312335     40.8163797401    -63.5256018178      0.7749640293      0.2250359707      0.0000000000      0.0000000000      0.0000000000      0.2234890211      0.0015469495    -33.1694685269    -64.7294460177    578.9993194828    577.7060293920
        542099.1875  0.18941369074720  5.0667077736e+14  3.6638809746e+34  3.0590468089e+01      1.8513296811 -7.0016873162e+03      0.7299075828    132.5596567124    237.0530724133     67.2115200776    -35.9886055325     42.2531632803    -62.2402524206      0.7749357153      0.2250642847      0.0000000000      0.0000000000      0.0000000000      0.2232483074      0.0018159773    -33.8214274550    -65.7856565682    583.4807993958    582.1875093050
        557481.6250  0.20416741995944  4.9748973788e+14  3.6218621456e+34  3.1418452096e+01      1.9155812659 -5.3971771248e+03      0.7314715466    130.0655144421    234.6793724224     63.7617425669    -39.5588253226     43.7992834949    -60.8145744854      0.7746794751      0.2253205249      0.0000000000      0.0000000000      0.0000000000      0.2231579484      0.0021625765    -34.4141582371    -66.7733515365    588.3994262207    587.1061361299
        573300.5625  0.21990800264621  4.8761503006e+14  3.5799024232e+34  3.2318111612e+01      1.9854357475 -6.1817776820e+03      0.7331154351    127.2673627046    232.0590122504     60.3090243151    -43.1893351399     45.5485393695    -59.2431101763      0.7744740134      0.2255259866      0.0000000000      0.0000000000      0.0000000000      0.2229413165      0.0025846700    -34.8715996224    -67.6301996246    593.6559604399    592.3626703492
        589568.3750  0.23667319243008  4.7716722707e+14  3.5346899717e+34  3.3289234845e+01      2.0608731164 -4.1998539395e+03      0.7348420892    124.1066724082    229.1691684745     56.5561720480    -47.2130339275     47.5424820949    -57.5200139714      0.7743895797      0.2256104203      0.0000000000      0.0000000000      0.0000000000      0.2224740964      0.0031363238    -35.3729496057    -68.5797877737    599.3259196683    598.0326295775
        606297.7812  0.25449703269866  4.6599344574e+14  3.4862250112e+34  3.4334568880e+01      2.1435299918 -5.5488944925e+03      0.7366542571    120.5116992373    225.9885091822     52.3428334229    -51.8406864312     49.8469495992    -55.6298603457      0.7743762180      0.2256237820      0.0000000000      0.0000000000      0.0000000000      0.2217984483      0.0038253337    -35.9068891796    -69.6143907746    605.5421941561    604.2489040653
        623501.9062  0.27340562789678  4.5405066983e+14  3.4389467469e+34  3.5453846768e+01      2.2331251263  1.7452856952e+02      0.7385544435    116.4463612554    222.3129266015     47.8641176868    -56.7091575685     52.2985937961    -53.5679715500      0.7742529163      0.2257470837      0.0000000000      0.0000000000      0.0000000000      0.2210341729      0.0047129109    -36.4316334020    -70.6445123476    612.2402796480    610.9469895572
        641194.2188  0.29341595418383  4.4125598742e+14  3.3886193803e+34  3.6627295035e+01      2.3288500497 -7.2357871129e+03      0.7405449752    111.7845881505    218.1986633201     43.4075610030    -61.7132240758     55.0622428233    -51.3518323464      0.7743828490      0.2256171510      0.0000000000      0.0000000000      0.0000000000      0.2197964487      0.0058207024    -36.7356254111    -71.4551121243    619.3525103534    618.0592202626
        659388.5625  0.31454103717027  4.2786646685e+14  3.3325548152e+34  3.7855989569e+01      2.4312838951  4.7287975357e+03      0.7426275943    106.5807769044    213.7150668023     38.4649559409    -67.3760438662     58.1458381677    -48.9884517302      0.7746520281      0.2253479719      0.0000000000      0.0000000000      0.0000000000      0.2181019700      0.0072460019    -37.0677765515    -72.3508291656    627.0119987744    625.7187086836
        678099.1875  0.33679725858446  4.1410163553e+14  3.2695895902e+34  3.9100481805e+01      2.5360898246 -4.2682184145e+03      0.7448036007    100.5309056513    208.6104431095     33.4088993160    -73.3773480514     61.5450910309    -46.5344464272      0.7754684100      0.2245315900      0.0000000000      0.0000000000      0.0000000000      0.2155121205      0.0090194694    -37.3861464989    -73.3096591022    635.0041645815    633.7108744907
        697340.7188  0.36018295847958  3.9942267717e+14  3.2030111852e+34  4.0359947677e+01      2.6469645538  4.0842443691e+04      0.7470736168     93.7168488569    202.8291794777     28.3135433864    -79.5054971437     65.1032616517    -44.0090689692      0.7764402458      0.2235597542      0.0000000000      0.0000000000      0.0000000000      0.2123577638      0.0112019905    -37.4608973438    -73.9767512852    643.4494010528    642.1561109620
        717128.2188  0.38469900951642  3.8477814290e+14  3.1250879394e+34  4.1580836509e+01      2.7574144818  2.1128560426e+04      0.7494389814     86.1318070563    196.6099692680     22.9931094309    -86.1917626900     68.9647440546    -41.5134181570      0.7780788977      0.2219211023      0.0000000000      0.0000000000      0.0000000000      0.2080397376      0.0138813647    -37.5605235206    -74.7804208954    652.1474607732    650.8541706824
        737477.2188  0.41036119359768  3.7001973859e+14  3.0343999232e+34  4.2693628955e+01      2.8630409696  5.1167362316e+04      0.7519007212     77.7239265992    189.8376684294     18.0416436137    -92.7788081257     72.9532303373    -39.1605114929      0.7806471639      0.2193528361      0.0000000000      0.0000000000      0.0000000000      0.2023673034      0.0169855327    -37.4842424742    -75.4355329961    660.8485867365    659.5552966457
        758403.6562  0.43718294262650  3.5538382639e+14  2.9353218227e+34  4.3685814863e+01      2.9636557331  8.1538958125e+04      0.7544577610     68.7343789519    182.6115885693     13.2470999204    -99.3368196063     76.8555649778    -37.0216446397      0.7837414894      0.2162585106      0.0000000000      0.0000000000      0.0000000000      0.1957761285      0.0204823821    -37.3619340629    -76.0783685118    669.6039955487    668.3107054579
        779923.9062  0.46518883495688  3.4107138474e+14  2.8245192008e+34  4.4492916484e+01      3.0553985129  8.2071552179e+04      0.7571094782     58.9902055744    174.9208176447      8.6435112861   -105.9938106934     80.7370551283    -35.1935569419      0.7877059217      0.2122940783      0.0000000000      0.0000000000      0.0000000000      0.1879753795      0.0243186987    -37.1517695616    -76.6845332400    678.2667548114    676.9734647206
        802054.8125  0.49441267150464  3.2716517232e+14  2.7019230716e+34  4.5091267439e+01      3.1346199769  1.9032253963e+05      0.7598533428     48.7330094285    166.9482239033      4.6230949318   -112.2988294522     84.4584962527    -33.7567182220      0.7927088489      0.2072911511      0.0000000000      0.0000000000      0.0000000000      0.1789891445      0.0283020066    -36.8202194122    -77.2006550880    686.6661489279    685.3728588372
        824813.6875  0.52492718485105  3.1438129709e+14  2.5663666978e+34  4.5409540001e+01      3.1932595664  1.4783906110e+05      0.7626832210     37.8421534662    158.7801070599      1.3147022468   -118.3299612561     88.2544607062    -32.6834928875      0.7992119601      0.2007880399      0.0000000000      0.0000000000      0.0000000000      0.1684386448      0.0323493951    -36.4976275568    -77.9087148114    694.5444285132    693.2511384224
        848218.3438  0.55683146209557  3.0236617404e+14  2.4181696626e+34  4.5396485962e+01      3.2293907729  4.2026859292e+05      0.7655931034     26.5852951030    150.5121896481     -1.0078272295   -123.6414316839     91.9108936853    -32.0160008599      0.8071253429      0.1928746571      0.0000000000      0.0000000000      0.0000000000      0.1566878845      0.0361867726    -36.0532053663    -78.5255440062    701.7771534223    700.4838633315
        872287.1250  0.59027123071486  2.9196718921e+14  2.2626326750e+34  4.4933025933e+01      3.2342018253  2.9531505576e+05      0.7685887724     16.6921973383    143.3921278271     -2.3392015187   -127.7458419168     94.8461630020    -31.8537674869      0.8155597621      0.1844402379      0.0000000000      0.0000000000      0.0000000000      0.1455696364      0.0388706015    -35.7346058637    -79.3459736013    708.1314260842    706.8381359934
        897038.8750  0.62532574883540  2.8094390420e+14  2.1209567052e+34  4.4242482426e+01      3.2403041475  4.1658218223e+05      0.7716720942     12.7725121616    139.7354463043     -3.8497180966   -129.5193621486     94.5092133660    -32.4537207767      0.8199420905      0.1800579095      0.0000000000      0.0000000000      0.0000000000      0.1412742297      0.0387836798    -35.5039657226    -79.5050257983    714.7732003450    713.4799102542
        922492.9688  0.66199590826341  2.7012734956e+14  1.9851795276e+34  4.3279350623e+01      3.2447253327  5.3374344781e+05      0.7748304039     13.7604878254    138.5403244169     -5.4045763676   -128.8911228683     95.0608427038    -29.7189938877      0.8201887695      0.1798112305      0.0000000000      0.0000000000      0.0000000000      0.1410313234      0.0387799071    -35.4435901152    -79.1593224911    721.3427358207    720.0494457299
        948596.3777  0.70011770450552  2.5821912829e+14  1.8410749250e+34  4.2159314948e+01      3.2497474732  1.4744090869e+05      0.7780526700     14.5769668054    136.9912665043     -6.7332402765   -127.8542498846     95.5821467581    -26.8321529408      0.8193655586      0.1788386672      0.0001089333      0.0016157861      0.0000710548      0.1408385049      0.0387733810    -34.9649358189    -78.3164153548    728.7465532098    727.4532631190
        974773.1770  0.73866791370694  2.4606031972e+14  1.6753368205e+34  4.0862996502e+01      3.2310074547  3.6229785955e+04      0.7812825737     10.3400900300    133.0087500634     -6.5359950678   -127.9113650104     95.9274034488    -26.7412565846      0.8229786406      0.1707790433      0.0003685001      0.0056071090      0.0002667071      0.1352470896      0.0382003826    -33.7105447798    -77.4618621306    736.4191991370    735.1259090462
