# Hydro quantities of LS220-s20.0-MUONS at time t_pb= 1.0001464s
shock radius= 5382.0221 km, gain radius= 19.650524 km
# cols=25 rows=1089 format=(x,f18.4,f18.14,3e18.10,f18.10,e18.10,18f18.10)
#            radius   mass coordinate           density   internal energy       temperature           entropy   radial velocity       grav. lapse             mu_nu              mu_e              mu_n              mu_p             mu_mu           mu_numu               X_n               X_p           X_alpha           X_Light           X_Heavy               Y_e              Y_mu               U_n               U_p              m*_n              m*_p
#              [cm]           [m_sol]          [g/cm^3]        [erg/cm^3]             [MeV]             [k_b]            [cm/s]               [1]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]             [MeV]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]            [1/by]             [MeV]             [MeV]             [MeV]             [MeV]
       2165756.2458  1.92735133963589  4.9294544432e+09  1.1920491732e+29  3.8977271167e+00     16.7389835908 -7.9306258958e+06      0.8666540944     -0.7999392500      1.8328326404    -29.8440032540    -31.1834850536    -10.0493926771    -12.6821645675      0.5836139850      0.4133817204      0.0000007735      0.0030035212      0.0000000000      0.4148829594     -0.0000000012      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2169664.9843  1.92735189947528  4.7214246246e+09  1.1637731780e+29  3.8838420449e+00     16.9794776340 -8.6333255196e+06      0.8669144817     -0.7954201487      1.7832828710    -29.9045133093    -31.1899262383    -10.3575063807    -12.9362094005      0.5805962777      0.4164967969      0.0000007119      0.0029062135      0.0000000000      0.4179494263     -0.0000000012      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2173654.4916  1.92735244869053  4.5208996907e+09  1.1357850982e+29  3.8691171540e+00     17.2249455523 -9.8000996856e+06      0.8671809770     -0.7907623358      1.7348010830    -29.9568666908    -31.1891400187    -10.6929854951    -13.2185489139      0.5776267149      0.4195674573      0.0000006425      0.0028051853      0.0000000000      0.4209696134     -0.0000000012      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2177723.5387  1.92735298701986  4.3282115714e+09  1.1083037914e+29  3.8542609602e+00     17.4764452177 -1.1046507993e+07      0.8674520213     -0.7862486606      1.6873530576    -30.0070786162    -31.1873902435    -11.0278285423    -13.5014302604      0.5746995270      0.4225874792      0.0000005882      0.0027124057      0.0000000000      0.4239432824     -0.0000000012      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2181872.1479  1.92735351448024  4.1439378093e+09  1.0814822832e+29  3.8388808495e+00     17.7323216806 -1.1766991978e+07      0.8677261872     -0.7817134843      1.6411761416    -30.0505755299    -31.1801750650    -11.2689217915    -13.6918114174      0.5718290984      0.4255452110      0.0000005521      0.0026251384      0.0000000000      0.4268574180     -0.0000000012      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2186099.2750  1.92735403105657  3.9679560363e+09  1.0555004365e+29  3.8229622680e+00     17.9928756723 -1.1909760919e+07      0.8680027742     -0.7769632764      1.5962591347    -30.0869714313    -31.1669037517    -11.5260838083    -13.8993062194      0.5690064792      0.4284560273      0.0000005126      0.0025369809      0.0000000000      0.4297241899     -0.0000000013      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2190401.1998  1.92735453643277  3.7996331820e+09  1.0301906882e+29  3.8071646027e+00     18.2592947222 -1.1591515792e+07      0.8682813578     -0.7723847990      1.5524692058    -30.1226674817    -31.1542313957    -11.8437256595    -14.1685796643      0.5662293562      0.4313098090      0.0000004886      0.0024603462      0.0000000000      0.4325396850     -0.0000000013      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2194776.3406  1.92735503063555  3.6395495587e+09  1.0057402318e+29  3.7916501633e+00     18.5306094135 -1.0505702269e+07      0.8685610598     -0.7680216590      1.5099809225    -30.1581119699    -31.1428244606    -12.1632624905    -14.4412650719      0.5635190154      0.4341000613      0.0000004553      0.0023804680      0.0000000000      0.4352900256     -0.0000000013      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2199224.6718  1.92735551395625  3.4873830513e+09  9.8215819586e+28  3.7758706710e+00     18.8056843652 -8.5642155889e+06      0.8688413203     -0.7636191405      1.4688536422    -30.1880533815    -31.1272360734    -12.4869591892    -14.7194319719      0.5608701926      0.4368260402      0.0000004227      0.0023033445      0.0000000000      0.4379774672     -0.0000000014      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2203747.9555  1.92735598686654  3.3425936970e+09  9.5936784575e+28  3.7603601782e+00     19.0856966542 -5.9647981056e+06      0.8691224574     -0.7594010319      1.4289600968    -30.2177102156    -31.1127812536    -12.8022654669    -14.9906265956      0.5582797940      0.4394875383      0.0000003968      0.0022322709      0.0000000000      0.4406034505     -0.0000000014      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2208349.8174  1.92735644999551  3.2047626588e+09  9.3727122110e+28  3.7450376947e+00     19.3702401221 -2.9124292409e+06      0.8694050123     -0.7553885530      1.3902932120    -30.2463262854    -31.0987179596    -13.1095197187    -15.2552014837      0.5557564387      0.4420842442      0.0000003650      0.0021589521      0.0000000000      0.4431635166     -0.0000000015      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2213036.2825  1.92735690414169  3.0733177713e+09  9.1580812378e+28  3.7294413739e+00     19.6588489305  5.1162343524e+05      0.8696898402     -0.7514201424      1.3528108556    -30.2698131777    -31.0807540849    -13.4203693442    -15.5246003423      0.5532900846      0.4446174565      0.0000003398      0.0020921191      0.0000000000      0.4456633299     -0.0000000015      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2217809.9604  1.92735734970359  2.9477117248e+09  8.9483886263e+28  3.7137896254e+00     19.9520723946  4.0270209240e+06      0.8699781966     -0.7476002617      1.3164271962    -30.2905328312    -31.0612701984    -13.7383531988    -15.8023806567      0.5508822239      0.4470904120      0.0000003159      0.0020270482      0.0000000000      0.4481037659     -0.0000000015      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2222671.8075  1.92735778685436  2.8274191300e+09  8.7421705827e+28  3.6980163118e+00     20.2498643052  7.2752676528e+06      0.8702716131     -0.7440015532      1.2810801677    -30.3081381681    -31.0399297982    -14.0599997125    -16.0850814334      0.5485376749      0.4495023203      0.0000002879      0.0019597169      0.0000000000      0.4504820228     -0.0000000015      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2227630.2063  1.92735821636764  2.7119030949e+09  8.5380191473e+28  3.6816765336e+00     20.5514858567  9.9560260807e+06      0.8705720796     -0.7405226131      1.2467407723    -30.3187558466    -31.0127291412    -14.4094609822    -16.3967243677      0.5462482863      0.4518505171      0.0000002691      0.0019009275      0.0000000000      0.4528008380     -0.0000000015      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2232688.6914  1.92735863850993  2.6006375521e+09  8.3347190364e+28  3.6647912206e+00     20.8575206347  1.1659214177e+07      0.8708811677     -0.7372237651      1.2133033299    -30.3229897127    -30.9802267168    -14.7853899029    -16.7359169978      0.5440161330      0.4541426392      0.0000002483      0.0018409795      0.0000000000      0.4550629980     -0.0000000015      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2237847.8372  1.92735905324057  2.4934738366e+09  8.1317700623e+28  3.6474317485e+00     21.1676494786  1.2240914422e+07      0.8711990308     -0.7341742302      1.1807668894    -30.3214654614    -30.9431164902    -15.2085187803    -17.1234598999      0.5418445183      0.4563743649      0.0000002264      0.0017808904      0.0000000000      0.4572646897     -0.0000000015      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2243118.0213  1.92735946131085  2.3905247344e+09  7.9309233947e+28  3.6295753084e+00     21.4817895000  1.1989216861e+07      0.8715250810     -0.7312973398      1.1491401508    -30.3135817128    -30.9007291126    -15.6283036967    -17.5087411873      0.5397251117      0.4585462256      0.0000002139      0.0017284488      0.0000000000      0.4594103402     -0.0000000016      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2248512.7122  1.92735986365072  2.2915200160e+09  7.7318476242e+28  3.6112297297e+00     21.8001692155  1.1114339021e+07      0.8718586371     -0.7285781025      1.1183759868    -30.2995341055    -30.8531981040    -15.9466165469    -17.7935706361      0.5376578018      0.4606657537      0.0000002051      0.0016762394      0.0000000000      0.4615037748     -0.0000000016      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2254043.9120  1.92736026099937  2.1965317415e+09  7.5363124847e+28  3.5927848385e+00     22.1240947364  1.0133092964e+07      0.8721984103     -0.7260630042      1.0884208610    -30.2828229871    -30.8040167615    -16.3114765944    -18.1259604596      0.5356373949      0.4627363520      0.0000001958      0.0016260573      0.0000000000      0.4635492918     -0.0000000016      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2259719.2981  1.92736065377039  2.1056617315e+09  7.3450413212e+28  3.5741473352e+00     22.4524301111  9.6030239739e+06      0.8725431647     -0.7236666269      1.0593510173    -30.2620608524    -30.7517884058    -16.7155408369    -18.4985584811      0.5336642138      0.4647563778      0.0000001880      0.0015792204      0.0000000000      0.4655459080     -0.0000000017      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2265541.4048  1.92736104201160  2.0186950145e+09  7.1582188251e+28  3.5553686318e+00     22.7857701609  9.6666687285e+06      0.8728922370     -0.7214144002      1.0311053380    -30.2377946969    -30.6970243442    -17.1470483689    -18.8995681071      0.5317387922      0.4667306425      0.0000001763      0.0015303890      0.0000000000      0.4674957644     -0.0000000017      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2271519.6350  1.92736142621359  1.9355919169e+09  6.9759930906e+28  3.5366371814e+00     23.1239707922  1.0683087217e+07      0.8732459680     -0.7192998563      1.0037003131    -30.2116874890    -30.6413975677    -17.5934717506    -19.3164719200      0.5298574195      0.4686563235      0.0000001673      0.0014860898      0.0000000000      0.4693993025     -0.0000000018      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2277664.2783  1.92736180687354  1.8558424434e+09  6.7972843553e+28  3.5176983094e+00     23.4677282207  1.2442471518e+07      0.8736060455     -0.7173575147      0.9770185815    -30.1818138736    -30.5828998790    -18.0513494984    -19.7457255947      0.5280193861      0.4705381028      0.0000001578      0.0014423533      0.0000000000      0.4712592196     -0.0000000018      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2283969.9863  1.92736218347616  1.7793473275e+09  6.6210179966e+28  3.4983868069e+00     23.8150460572  1.4372391822e+07      0.8739733654     -0.7155295917      0.9511384359    -30.1463843069    -30.5197622438    -18.5206817793    -20.1873498069      0.5262291109      0.4723738203      0.0000001457      0.0013969231      0.0000000000      0.4730722270     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2290441.9415  1.92736255612842  1.7058652105e+09  6.4475819512e+28  3.4789223432e+00     24.1678999252  1.6554137110e+07      0.8743478512     -0.7139588781      0.9259298396    -30.1078420395    -30.4544406665    -18.9946905663    -20.6345792840      0.5244822659      0.4741602045      0.0000001380      0.0013573916      0.0000000000      0.4748388503     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2297086.5176  1.92736292503702  1.6354371099e+09  6.2776811086e+28  3.4592790657e+00     24.5257260810  1.9280212041e+07      0.8747285615     -0.7125796095      0.9014245654    -30.0655640466    -30.3862781307    -19.4756551587    -21.0896593336      0.5227811427      0.4759023508      0.0000001285      0.0013163781      0.0000000000      0.4765604940     -0.0000000020      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2303906.3916  1.92736329019481  1.5681020826e+09  6.1116003425e+28  3.4394870399e+00     24.8873994770  2.2600889388e+07      0.8751140799     -0.7113195012      0.8776785570    -30.0194871926    -30.3151951600    -19.9527923052    -21.5417903634      0.5211239869      0.4776001298      0.0000001184      0.0012757649      0.0000000000      0.4782379700     -0.0000000020      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2310914.0724  1.92736365216037  1.5038418152e+09  5.9500071335e+28  3.4196315606e+00     25.2530014911  2.6963090116e+07      0.8755025628     -0.7101618941      0.8546850176    -29.9702260999    -30.2417829208    -20.3432552743    -21.9081021860      0.5195063849      0.4792524627      0.0000001151      0.0012410373      0.0000000000      0.4798729438     -0.0000000020      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2318116.7718  1.92736401122324  1.4427799811e+09  5.7943424596e+28  3.3999039112e+00     25.6224184484  3.3254616357e+07      0.8758923516     -0.7090581689      0.8324694327    -29.9191029652    -30.1673404760    -20.6646009932    -22.2061285948      0.5179295130      0.4808642027      0.0000001119      0.0012061723      0.0000000000      0.4814672558     -0.0000000020      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2325521.8042  1.92736436767300  1.3846005404e+09  5.6436204402e+28  3.3803120535e+00     25.9959896354  4.0984000368e+07      0.8762866585     -0.7080395188      0.8109693426    -29.8665951665    -30.0923139371    -20.9783942113    -22.4974030727      0.5163910436      0.4824358379      0.0000001083      0.0011730102      0.0000000000      0.4830223138     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2333141.6906  1.92736472190209  1.3283970491e+09  5.4933950981e+28  3.3603070058e+00     26.3741223387  4.7625942529e+07      0.8766940057     -0.7072285873      0.7900098332    -29.8089617885    -30.0129101182    -21.3109579793    -22.8081963997      0.5148904496      0.4839677532      0.0000001051      0.0011416921      0.0000000000      0.4845385734     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2340981.4071  1.92736507375921  1.2735498708e+09  5.3404079838e+28  3.3392661629e+00     26.7560974775  5.0937292200e+07      0.8771195679     -0.7067044174      0.7694868528    -29.7411429526    -29.9240441321    -21.6839793961    -23.1601706664      0.5134304646      0.4854608112      0.0000000996      0.0011086247      0.0000000000      0.4860151003     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2349041.9690  1.92736542288472  1.2204824713e+09  5.1872377424e+28  3.3175375961e+00     27.1412103422  5.1945543749e+07      0.8775572875     -0.7064191136      0.7494875705    -29.6655369767    -29.8281535701    -22.0871395914    -23.5430462755      0.5120098507      0.4869117023      0.0000000955      0.0010783516      0.0000000000      0.4874508573     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2357331.1441  1.92736576944025  1.1702059903e+09  5.0402676378e+28  3.2962418402e+00     27.5296033936  5.5503919754e+07      0.8779903036     -0.7062348432      0.7301984029    -29.5908393521    -29.7339825073    -22.5030495136    -23.9394827597      0.5106297868      0.4883216179      0.0000000907      0.0010485046      0.0000000000      0.4888458515     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2365853.5888  1.92736611382486  1.1240169450e+09  4.9079943899e+28  3.2767439655e+00     27.9209299606  6.7447090020e+07      0.8784044405     -0.7058958300      0.7118849172    -29.5272289659    -29.6517196223    -22.9142857509    -24.3320664981      0.5092890335      0.4896929136      0.0000000843      0.0010179686      0.0000000000      0.4902018807     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2374615.8370  1.92736645664254  1.0810788322e+09  4.7864666175e+28  3.2585086069e+00     28.3154443955  8.6644011422e+07      0.8788082640     -0.7054722531      0.6943899756    -29.4709286071    -29.5775007450    -23.3258076584    -24.7256698871      0.5079826522      0.4910254110      0.0000000803      0.0009918566      0.0000000000      0.4915213237     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2383629.2468  1.92736679828456  1.0393075590e+09  4.6637756008e+28  3.2396322589e+00     28.7136407158  1.0446141847e+08      0.8792286450     -0.7052850982      0.6772900569    -29.4077575077    -29.4970425719    -23.7760440774    -25.1586192324      0.5067116812      0.4923233588      0.0000000753      0.0009648846      0.0000000000      0.4928057868     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2392904.5643  1.92736713858942  9.9748778374e+08  4.5325901187e+28  3.2187255145e+00     29.1149895974  1.1476432429e+08      0.8796827098     -0.7055604852      0.6603345363    -29.3267849579    -29.3993898886    -24.1569432273    -25.5228382488      0.5054755368      0.4935853840      0.0000000744      0.0009390047      0.0000000000      0.4940548746     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2402451.7333  1.92736747725063  9.5634931263e+08  4.3973822114e+28  3.1964541314e+00     29.5187263459  1.2000659969e+08      0.8801644928     -0.7061933966      0.6436706189    -29.2328170814    -29.2893910061    -24.5949230064    -25.9447870218      0.5042737661      0.4948096125      0.0000000750      0.0009165464      0.0000000000      0.4952678765     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2412280.4895  1.92736781421690  9.1684758293e+08  4.2643742671e+28  3.1739822919e+00     29.9247454460  1.2431351713e+08      0.8806638284     -0.7070222700      0.6274918283    -29.1349487127    -29.1761727203    -25.0697596930    -26.4042737913      0.5031093442      0.4959978689      0.0000000734      0.0008927135      0.0000000000      0.4964442182     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2422391.3539  1.92736814921746  8.7854507370e+08  4.1310807921e+28  3.1507639999e+00     30.3321537491  1.2727097692e+08      0.8811835751     -0.7081239736      0.6117131285    -29.0286582341    -29.0552052454    -25.5907231908    -26.9105602929      0.5019817786      0.4971490792      0.0000000710      0.0008690712      0.0000000000      0.4975836088     -0.0000000019      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2432788.4391  1.92736848196995  8.4111175245e+08  3.9956126828e+28  3.1263972868e+00     30.7403031740  1.2470063659e+08      0.8817386596     -0.7095705195      0.5962627993    -28.9107020087    -28.9232452368    -26.1672304370    -27.4730637558      0.5008904461      0.4982622656      0.0000000693      0.0008472191      0.0000000000      0.4986858704     -0.0000000020      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2443480.6264  1.92736881204857  8.0335694246e+08  3.8503659848e+28  3.0993535703e+00     31.1487198977  1.1188096280e+08      0.8823352017     -0.7116567701      0.5808647533    -28.7690988153    -28.7683302479    -26.8399715466    -28.1324930700      0.4998384230      0.4993381922      0.0000000659      0.0008233190      0.0000000000      0.4997498477     -0.0000000020      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2454465.3106  1.92736913878449  7.6710370995e+08  3.7073341470e+28  3.0717959472e+00     31.5558582404  9.9689203635e+07      0.8829441546     -0.7139932151      0.5659327938    -28.6202442809    -28.6068801990    -27.5612692996    -28.8411953085      0.4988245911      0.5003737765      0.0000000632      0.0008015692      0.0000000000      0.5007745580     -0.0000000020      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2465736.0823  1.92736946218050  7.3412978664e+08  3.5787905248e+28  3.0463160791e+00     31.9614111088  9.6132244271e+07      0.8835378292     -0.7161217040      0.5518871907    -28.4846069004    -28.4593257043    -28.1884400841    -29.4564489788      0.4978484158      0.5013700400      0.0000000627      0.0007814816      0.0000000000      0.5017607791     -0.0000000021      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2477289.7183  1.92736978246605  7.0288735338e+08  3.4552206970e+28  3.0210627623e+00     32.3657565551  9.7574461049e+07      0.8841294307     -0.7183609461      0.5383682842    -28.3478593533    -28.3112984928    -28.7409526888    -29.9976819191      0.4969080467      0.5023295627      0.0000000635      0.0007623271      0.0000000000      0.5027107265     -0.0000000021      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2489125.9918  1.92737009952096  6.7261874773e+08  3.3319329279e+28  2.9950344412e+00     32.7682104256  9.5369586207e+07      0.8847483540     -0.7208924321      0.5251966389    -28.2020583423    -28.1548573226    -29.3325168496    -30.5786059206      0.4960028539      0.5032517085      0.0000000648      0.0007453729      0.0000000000      0.5036243969     -0.0000000021      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2501247.0147  1.92737041290070  6.4230851187e+08  3.2023343251e+28  2.9667573033e+00     33.1686488973  8.3532436524e+07      0.8854057273     -0.7239976133      0.5121105331    -28.0355857244    -27.9784037800    -30.0019871292    -31.2380952756      0.4951343427      0.5041389781      0.0000000639      0.0007266154      0.0000000000      0.5045022888     -0.0000000022      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2513866.6869  1.92737072731482  6.1275060215e+08  3.0730855214e+28  2.9376107812e+00     33.5723104150  6.8934949742e+07      0.8860914177     -0.7274001438      0.4992182574    -27.8600755002    -27.7934038105    -30.7205296109    -31.9471480121      0.4942886052      0.5050026666      0.0000000628      0.0007086654      0.0000000000      0.5053570032     -0.0000000022      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2527219.3924  1.92737104794239  5.8442232571e+08  2.9488371986e+28  2.9086868839e+00     33.9861084184  5.8827005334e+07      0.8867911061     -0.7308710790      0.4865536136    -27.6852118260    -27.6093464278    -31.4664564571    -32.6838811497      0.4934517453      0.5058576494      0.0000000608      0.0006905446      0.0000000000      0.5062029260     -0.0000000023      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2541351.5553  1.92737137506506  5.5716143927e+08  2.8285219561e+28  2.8798131340e+00     34.4101488361  5.1603262008e+07      0.8875038133     -0.7344604339      0.4740869365    -27.5096948364    -27.4249521160    -32.2079979493    -33.4165453196      0.4926256401      0.5067022270      0.0000000593      0.0006720736      0.0000000000      0.5070382688     -0.0000000023      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2556312.9605  1.92737170883155  5.3054958653e+08  2.7094039149e+28  2.8501992365e+00     34.8446449464  4.4025450223e+07      0.8882398115     -0.7382966197      0.4617095928    -27.3268514810    -27.2335676027    -32.8719448401    -34.0719510525      0.4918081806      0.5075345580      0.0000000636      0.0006571978      0.0000000000      0.5078631647     -0.0000000024      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2572157.0420  1.92737204926819  5.0456647712e+08  2.5912459925e+28  2.8198157512e+00     35.2891299200  3.5730919618e+07      0.8890007112     -0.7424042195      0.4494275555    -27.1364287807    -27.0349704649    -33.5860616897    -34.7778934648      0.4910045324      0.5083553027      0.0000000643      0.0006401006      0.0000000000      0.5086753622     -0.0000000024      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2588941.2008  1.92737239650767  4.7954852329e+08  2.4766255999e+28  2.7892870051e+00     35.7446503049  3.0901378026e+07      0.8897826520     -0.7466803456      0.4373266059    -26.9434494246    -26.8341662853    -34.3397330272    -35.5237399787      0.4902132667      0.5091621641      0.0000000648      0.0006245044      0.0000000000      0.5094744266     -0.0000000025      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2606727.1553  1.92737275073453  4.5527734809e+08  2.3639103486e+28  2.7581529327e+00     36.2098912114  2.9319369852e+07      0.8905972196     -0.7511935933      0.4253680644    -26.7439019583    -26.6271735251    -35.1447581747    -36.3213198323      0.4894371306      0.5099554308      0.0000000630      0.0006073757      0.0000000000      0.5102591293     -0.0000000025      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2625581.3287  1.92737311178524  4.3107180715e+08  2.2484981542e+28  2.7250067448e+00     36.6861720040  2.1402532531e+07      0.8914698198     -0.7562432006      0.4133339039    -26.5262077875    -26.4024948013    -36.0430325023    -37.2126096069      0.4886768090      0.5107326366      0.0000000609      0.0005904935      0.0000000000      0.5110278941     -0.0000000026      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2645575.2778  1.92737347907596  4.0676278266e+08  2.1288644878e+28  2.6889919107e+00     37.1702333163  6.3883876736e+06      0.8923954969     -0.7619410700      0.4011952527    -26.2821456369    -26.1519918688    -36.8837194298    -38.0468557524      0.4879340839      0.5114900689      0.0000000677      0.0005757795      0.0000000000      0.5117779733     -0.0000000027      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2666786.1680  1.92737385259662  3.8398270133e+08  2.0169933537e+28  2.6539548403e+00     37.6648363493 -1.7095458078e+06      0.8933365405     -0.7676426336      0.3894258289    -26.0443852556    -25.9081636273    -37.7393367343    -38.8964051968      0.4872108384      0.5122279972      0.0000000708      0.0005610935      0.0000000000      0.5125085608     -0.0000000028      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2689297.3009  1.92737423300602  3.6249325086e+08  1.9110907180e+28  2.6193869713e+00     38.1670222058  1.6652796171e+06      0.8942811574     -0.7733851165      0.3779991257    -25.8082940263    -25.6663881777    -38.6223744147    -39.7737586568      0.4865074491      0.5129468303      0.0000000708      0.0005456498      0.0000000000      0.5132196729     -0.0000000029      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2713198.7001  1.92737462077837  3.4192214284e+08  1.8090821805e+28  2.5847064041e+00     38.6816897581  7.4095059152e+06      0.8952550370     -0.7793516619      0.3667604031    -25.5695680967    -25.4223900709    -39.5434185813    -40.6895306463      0.4858241994      0.5136454107      0.0000000693      0.0005303206      0.0000000000      0.5139105889     -0.0000000030      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2738587.7646  1.92737501582160  3.2153277496e+08  1.7052603992e+28  2.5477510584e+00     39.2024290155  8.9492750255e+06      0.8962808728     -0.7858576320      0.3555179318    -25.3090852602    -25.1571707332    -40.4484150904    -41.5897906542      0.4851607891      0.5143229814      0.0000000755      0.0005161539      0.0000000000      0.5145810798     -0.0000000031      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2765569.9957  1.92737541791021  3.0186967074e+08  1.6041347773e+28  2.5100687144e+00     39.7350963408  7.8707384576e+06      0.8973430104     -0.7927298914      0.3444000817    -25.0403668601    -24.8842067425    -41.3513730046    -42.4885029777      0.4845214258      0.5149753393      0.0000000823      0.0005031526      0.0000000000      0.5152269408     -0.0000000031      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2794259.8109  1.92737582753139  2.8350775769e+08  1.5095065971e+28  2.4731193218e+00     40.2729512196  2.0924013327e+07      0.8984012924     -0.7995521166      0.3336833328    -24.7751176610    -24.6150630196    -42.2753389017    -43.4085743512      0.4839033762      0.5156078889      0.0000000830      0.0004886519      0.0000000000      0.5158522411     -0.0000000032      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2824781.4528  1.92737624593357  2.6673056099e+08  1.4241551427e+28  2.4382956900e+00     40.8242121402  4.8828293396e+07      0.8994423085     -0.8062121248      0.3234315867    -24.5261296155    -24.3624832362    -43.1770868547    -44.3067305661      0.4833114411      0.5162130950      0.0000000825      0.0004753814      0.0000000000      0.5164508124     -0.0000000033      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2857270.0091  1.92737667422412  2.5075065868e+08  1.3420974728e+28  2.4031977839e+00     41.3826716461  8.8231971273e+07      0.9004967603     -0.8129717221      0.3134266949    -24.2721673405    -24.1052756667    -44.0097511316    -45.1361495485      0.4827359276      0.5168013248      0.0000000911      0.0004626564      0.0000000000      0.5170326845     -0.0000000034      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2891872.5567  1.92737711271271  2.3516821273e+08  1.2609558917e+28  2.3668137935e+00     41.9550315045  1.2260940659e+08      0.9016033748     -0.8202565511      0.3034545198    -24.0050623913    -23.8354833714    -44.8651037129    -45.9888147837      0.4821914591      0.5173567838      0.0000001012      0.0004516558      0.0000000000      0.5175826483     -0.0000000034      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2928749.4490  1.92737756123615  2.1986448641e+08  1.1795750658e+28  2.3284551444e+00     42.5339464908  1.5026085914e+08      0.9028073041     -0.8279507711      0.2935192816    -23.7181919017    -23.5463718636    -45.8083659083    -46.9298359610      0.4816629782      0.5178981923      0.0000001034      0.0004387261      0.0000000000      0.5181175935     -0.0000000035      0.0000000000      0.0000000000    939.5656305188    938.2723404280
       2968075.7665  1.92737801842094  2.0397370064e+08  1.0919298246e+28  2.2847190701e+00     43.1213951176  1.5724640523e+08      0.9041282646     -0.8369803200      0.2831954872    -23.3814283450    -23.2083140615    -46.8927538993    -48.0129297065      0.4811753716      0.5183987169      0.0000001094      0.0004258022      0.0000000000      0.5186116595     -0.0000000036      0.0000000000      0.0000000000    939.5656305188    938.2723404280
